Produto,Região,Preço,Dia,Mês,Ano,Data,Média Precipitação Total (mm),Média Pressão Atmosférica (mB),Média Temperatura do Ar (°C),Média Umidade Relativa do Ar (%),Média Vento Velocidade (m/s)
Alface Americana,Ibiúna,"R$ 8,03",16,8,2018,2018-08-16 00:00:00,0.0012,949.737,15.42,69.53%,2.83
Alface Crespa,Ibiúna,"R$ 7,08",16,8,2018,2018-08-16 00:00:00,0.0012,949.737,15.42,69.53%,2.83
Alface Lisa,Ibiúna,"R$ 8,05",16,8,2018,2018-08-16 00:00:00,0.0012,949.737,15.42,69.53%,2.83
Alface Americana,Mogi das Cruzes,"R$ 10,42",16,8,2018,2018-08-16 00:00:00,0.0048,929.469,15.18,66.6%,2.39
Alface Crespa,Mogi das Cruzes,"R$ 10,00",16,8,2018,2018-08-16 00:00:00,0.0048,929.469,15.18,66.6%,2.39
Alface Lisa,Mogi das Cruzes,"R$ 10,50",16,8,2018,2018-08-16 00:00:00,0.0048,929.469,15.18,66.6%,2.39
Alface Americana,Ibiúna,"R$ 7,03",24,8,2018,2018-08-24 00:00:00,0.0009,951.49,18.65,68.53%,2.53
Alface Crespa,Ibiúna,"R$ 8,33",24,8,2018,2018-08-24 00:00:00,0.0009,951.49,18.65,68.53%,2.53
Alface Lisa,Ibiúna,"R$ 8,61",24,8,2018,2018-08-24 00:00:00,0.0009,951.49,18.65,68.53%,2.53
Alface Americana,Mogi das Cruzes,"R$ 9,64",24,8,2018,2018-08-24 00:00:00,0.0046,931.603,18.61,63.82%,1.75
Alface Crespa,Mogi das Cruzes,"R$ 8,67",24,8,2018,2018-08-24 00:00:00,0.0046,931.603,18.61,63.82%,1.75
Alface Lisa,Mogi das Cruzes,"R$ 9,33",24,8,2018,2018-08-24 00:00:00,0.0046,931.603,18.61,63.82%,1.75
Alface Americana,Ibiúna,"R$ 9,20",31,8,2018,2018-08-31 00:00:00,0.0802,950.236,18.68,70.13%,2.54
Alface Crespa,Ibiúna,"R$ 7,50",31,8,2018,2018-08-31 00:00:00,0.0802,950.236,18.68,70.13%,2.54
Alface Lisa,Ibiúna,"R$ 8,33",31,8,2018,2018-08-31 00:00:00,0.0802,950.236,18.68,70.13%,2.54
Alface Americana,Mogi das Cruzes,"R$ 10,76",31,8,2018,2018-08-31 00:00:00,0.049,930.395,18.51,63.73%,2.13
Alface Crespa,Mogi das Cruzes,"R$ 10,40",31,8,2018,2018-08-31 00:00:00,0.049,930.395,18.51,63.73%,2.13
Alface Lisa,Mogi das Cruzes,"R$ 10,50",31,8,2018,2018-08-31 00:00:00,0.049,930.395,18.51,63.73%,2.13
Alface Americana,Ibiúna,"R$ 7,20",6,9,2018,2018-09-06 00:00:00,0.0369,946.91,18.21,68.82%,2.2
Alface Crespa,Ibiúna,"R$ 8,61",6,9,2018,2018-09-06 00:00:00,0.0369,946.91,18.21,68.82%,2.2
Alface Lisa,Ibiúna,"R$ 8,61",6,9,2018,2018-09-06 00:00:00,0.0369,946.91,18.21,68.82%,2.2
Alface Americana,Mogi das Cruzes,"R$ 10,09",6,9,2018,2018-09-06 00:00:00,0.1583,926.813,18.09,62.63%,2.11
Alface Crespa,Mogi das Cruzes,"R$ 10,00",6,9,2018,2018-09-06 00:00:00,0.1583,926.813,18.09,62.63%,2.11
Alface Lisa,Mogi das Cruzes,"R$ 10,00",6,9,2018,2018-09-06 00:00:00,0.1583,926.813,18.09,62.63%,2.11
Alface Americana,Ibiúna,"R$ 7,03",14,9,2018,2018-09-14 00:00:00,0.1194,948.555,18.05,69.93%,3.16
Alface Crespa,Ibiúna,"R$ 7,33",14,9,2018,2018-09-14 00:00:00,0.1194,948.555,18.05,69.93%,3.16
Alface Lisa,Ibiúna,"R$ 8,61",14,9,2018,2018-09-14 00:00:00,0.1194,948.555,18.05,69.93%,3.16
Alface Americana,Mogi das Cruzes,"R$ 10,43",14,9,2018,2018-09-14 00:00:00,0.0769,929.102,16.89,70.13%,2.4
Alface Crespa,Mogi das Cruzes,"R$ 10,00",14,9,2018,2018-09-14 00:00:00,0.0769,929.102,16.89,70.13%,2.4
Alface Lisa,Mogi das Cruzes,"R$ 10,50",14,9,2018,2018-09-14 00:00:00,0.0769,929.102,16.89,70.13%,2.4
Alface Americana,Ibiúna,"R$ 8,30",21,9,2018,2018-09-21 00:00:00,0.5189,945.297,18.99,82.95%,1.96
Alface Crespa,Ibiúna,"R$ 6,41",21,9,2018,2018-09-21 00:00:00,0.5189,945.297,18.99,82.95%,1.96
Alface Lisa,Ibiúna,"R$ 7,33",21,9,2018,2018-09-21 00:00:00,0.5189,945.297,18.99,82.95%,1.96
Alface Americana,Mogi das Cruzes,"R$ 11,00",21,9,2018,2018-09-21 00:00:00,0.175,925.155,19.18,73.07%,2.05
Alface Crespa,Mogi das Cruzes,"R$ 10,33",21,9,2018,2018-09-21 00:00:00,0.175,925.155,19.18,73.07%,2.05
Alface Lisa,Mogi das Cruzes,"R$ 11,00",21,9,2018,2018-09-21 00:00:00,0.175,925.155,19.18,73.07%,2.05
Alface Americana,Ibiúna,"R$ 7,45",28,9,2018,2018-09-28 00:00:00,0.0552,945.308,21.96,69.91%,1.97
Alface Crespa,Ibiúna,"R$ 7,94",28,9,2018,2018-09-28 00:00:00,0.0552,945.308,21.96,69.91%,1.97
Alface Lisa,Ibiúna,"R$ 7,94",28,9,2018,2018-09-28 00:00:00,0.0552,945.308,21.96,69.91%,1.97
Alface Americana,Mogi das Cruzes,"R$ 10,31",28,9,2018,2018-09-28 00:00:00,0.0875,925.736,21.55,66.0%,1.82
Alface Crespa,Mogi das Cruzes,"R$ 8,88",28,9,2018,2018-09-28 00:00:00,0.0875,925.736,21.55,66.0%,1.82
Alface Lisa,Mogi das Cruzes,"R$ 10,33",28,9,2018,2018-09-28 00:00:00,0.0875,925.736,21.55,66.0%,1.82
Alface Americana,Ibiúna,"R$ 7,93",5,10,2018,2018-10-05 00:00:00,0.0042,945.855,22.43,74.6%,2.46
Alface Crespa,Ibiúna,"R$ 6,55",5,10,2018,2018-10-05 00:00:00,0.0042,945.855,22.43,74.6%,2.46
Alface Lisa,Ibiúna,"R$ 7,33",5,10,2018,2018-10-05 00:00:00,0.0042,945.855,22.43,74.6%,2.46
Alface Americana,Mogi das Cruzes,"R$ 10,43",5,10,2018,2018-10-05 00:00:00,0.199,926.277,20.94,75.06%,1.9
Alface Crespa,Mogi das Cruzes,"R$ 9,30",5,10,2018,2018-10-05 00:00:00,0.199,926.277,20.94,75.06%,1.9
Alface Lisa,Mogi das Cruzes,"R$ 10,50",5,10,2018,2018-10-05 00:00:00,0.199,926.277,20.94,75.06%,1.9
Alface Americana,Ibiúna,"R$ 5,75",11,10,2018,2018-10-11 00:00:00,0.5738,946.658,19.98,81.21%,2.75
Alface Crespa,Ibiúna,"R$ 7,00",11,10,2018,2018-10-11 00:00:00,0.5738,946.658,19.98,81.21%,2.75
Alface Lisa,Ibiúna,"R$ 7,67",11,10,2018,2018-10-11 00:00:00,0.5738,946.658,19.98,81.21%,2.75
Alface Americana,Mogi das Cruzes,"R$ 10,76",11,10,2018,2018-10-11 00:00:00,0.119,926.966,18.85,78.7%,2.26
Alface Crespa,Mogi das Cruzes,"R$ 9,30",11,10,2018,2018-10-11 00:00:00,0.119,926.966,18.85,78.7%,2.26
Alface Lisa,Mogi das Cruzes,"R$ 10,50",11,10,2018,2018-10-11 00:00:00,0.119,926.966,18.85,78.7%,2.26
Alface Americana,Ibiúna,"R$ 5,67",19,10,2018,2018-10-19 00:00:00,0.1009,944.988,21.83,80.02%,2.41
Alface Crespa,Ibiúna,"R$ 6,46",19,10,2018,2018-10-19 00:00:00,0.1009,944.988,21.83,80.02%,2.41
Alface Lisa,Ibiúna,"R$ 6,39",19,10,2018,2018-10-19 00:00:00,0.1009,944.988,21.83,80.02%,2.41
Alface Americana,Mogi das Cruzes,"R$ 11,60",19,10,2018,2018-10-19 00:00:00,0.1509,925.377,20.89,76.13%,2.11
Alface Crespa,Mogi das Cruzes,"R$ 10,50",19,10,2018,2018-10-19 00:00:00,0.1509,925.377,20.89,76.13%,2.11
Alface Lisa,Mogi das Cruzes,"R$ 11,00",19,10,2018,2018-10-19 00:00:00,0.1509,925.377,20.89,76.13%,2.11
Alface Americana,Ibiúna,"R$ 8,00",26,10,2018,2018-10-26 00:00:00,0.1302,945.798,19.75,77.22%,2.85
Alface Crespa,Ibiúna,"R$ 7,08",26,10,2018,2018-10-26 00:00:00,0.1302,945.798,19.75,77.22%,2.85
Alface Lisa,Ibiúna,"R$ 7,08",26,10,2018,2018-10-26 00:00:00,0.1302,945.798,19.75,77.22%,2.85
Alface Americana,Mogi das Cruzes,"R$ 13,20",26,10,2018,2018-10-26 00:00:00,0.1635,926.138,18.78,74.28%,2.33
Alface Crespa,Mogi das Cruzes,"R$ 13,38",26,10,2018,2018-10-26 00:00:00,0.1635,926.138,18.78,74.28%,2.33
Alface Lisa,Mogi das Cruzes,"R$ 13,00",26,10,2018,2018-10-26 00:00:00,0.1635,926.138,18.78,74.28%,2.33
Alface Americana,Ibiúna,"R$ 9,75",1,11,2018,2018-11-01 00:00:00,0.1417,944.306,20.73,74.94%,2.28
Alface Crespa,Ibiúna,"R$ 9,55",1,11,2018,2018-11-01 00:00:00,0.1417,944.306,20.73,74.94%,2.28
Alface Lisa,Ibiúna,"R$ 9,33",1,11,2018,2018-11-01 00:00:00,0.1417,944.306,20.73,74.94%,2.28
Alface Americana,Mogi das Cruzes,"R$ 15,54",1,11,2018,2018-11-01 00:00:00,0.1036,924.518,19.76,73.42%,2.38
Alface Crespa,Mogi das Cruzes,"R$ 13,13",1,11,2018,2018-11-01 00:00:00,0.1036,924.518,19.76,73.42%,2.38
Alface Lisa,Mogi das Cruzes,"R$ 12,00",1,11,2018,2018-11-01 00:00:00,0.1036,924.518,19.76,73.42%,2.38
Alface Americana,Ibiúna,"R$ 13,50",9,11,2018,2018-11-09 00:00:00,0.0111,945.891,20.82,74.53%,3.41
Alface Crespa,Ibiúna,"R$ 10,27",9,11,2018,2018-11-09 00:00:00,0.0111,945.891,20.82,74.53%,3.41
Alface Lisa,Ibiúna,"R$ 10,27",9,11,2018,2018-11-09 00:00:00,0.0111,945.891,20.82,74.53%,3.41
Alface Americana,Mogi das Cruzes,"R$ 15,18",9,11,2018,2018-11-09 00:00:00,0.0667,926.296,19.72,73.16%,2.52
Alface Crespa,Mogi das Cruzes,"R$ 13,25",9,11,2018,2018-11-09 00:00:00,0.0667,926.296,19.72,73.16%,2.52
Alface Lisa,Mogi das Cruzes,"R$ 13,75",9,11,2018,2018-11-09 00:00:00,0.0667,926.296,19.72,73.16%,2.52
Alface Americana,Ibiúna,"R$ 9,80",16,11,2018,2018-11-16 00:00:00,0.0177,944.352,23.32,72.17%,2.15
Alface Crespa,Ibiúna,"R$ 7,50",16,11,2018,2018-11-16 00:00:00,0.0177,944.352,23.32,72.17%,2.15
Alface Lisa,Ibiúna,"R$ 6,66",16,11,2018,2018-11-16 00:00:00,0.0177,944.352,23.32,72.17%,2.15
Alface Americana,Mogi das Cruzes,"R$ 15,98",16,11,2018,2018-11-16 00:00:00,0.0052,924.826,22.51,69.1%,2.08
Alface Crespa,Mogi das Cruzes,"R$ 13,75",16,11,2018,2018-11-16 00:00:00,0.0052,924.826,22.51,69.1%,2.08
Alface Lisa,Mogi das Cruzes,"R$ 14,50",16,11,2018,2018-11-16 00:00:00,0.0052,924.826,22.51,69.1%,2.08
Alface Americana,Ibiúna,"R$ 10,70",23,11,2018,2018-11-23 00:00:00,0.2365,946.158,21.01,76.07%,3.04
Alface Crespa,Ibiúna,"R$ 9,04",23,11,2018,2018-11-23 00:00:00,0.2365,946.158,21.01,76.07%,3.04
Alface Lisa,Ibiúna,"R$ 9,04",23,11,2018,2018-11-23 00:00:00,0.2365,946.158,21.01,76.07%,3.04
Alface Americana,Mogi das Cruzes,"R$ 14,50",23,11,2018,2018-11-23 00:00:00,0.3125,926.607,19.98,73.6%,2.38
Alface Crespa,Mogi das Cruzes,"R$ 11,75",23,11,2018,2018-11-23 00:00:00,0.3125,926.607,19.98,73.6%,2.38
Alface Lisa,Mogi das Cruzes,"R$ 11,75",23,11,2018,2018-11-23 00:00:00,0.3125,926.607,19.98,73.6%,2.38
Alface Americana,Ibiúna,"R$ 7,15",30,11,2018,2018-11-30 00:00:00,0.3802,944.764,22.04,74.24%,2.67
Alface Crespa,Ibiúna,"R$ 7,83",30,11,2018,2018-11-30 00:00:00,0.3802,944.764,22.04,74.24%,2.67
Alface Lisa,Ibiúna,"R$ 8,12",30,11,2018,2018-11-30 00:00:00,0.3802,944.764,22.04,74.24%,2.67
Alface Americana,Mogi das Cruzes,"R$ 11,60",30,11,2018,2018-11-30 00:00:00,0.1656,925.206,21.32,69.56%,2.45
Alface Crespa,Mogi das Cruzes,"R$ 11,40",30,11,2018,2018-11-30 00:00:00,0.1656,925.206,21.32,69.56%,2.45
Alface Lisa,Mogi das Cruzes,"R$ 11,25",30,11,2018,2018-11-30 00:00:00,0.1656,925.206,21.32,69.56%,2.45
Alface Americana,Ibiúna,"R$ 6,00",7,12,2018,2018-12-07 00:00:00,0.225,941.542,22.43,71.81%,2.36
Alface Crespa,Ibiúna,"R$ 7,39",7,12,2018,2018-12-07 00:00:00,0.225,941.542,22.43,71.81%,2.36
Alface Lisa,Ibiúna,"R$ 7,64",7,12,2018,2018-12-07 00:00:00,0.225,941.542,22.43,71.81%,2.36
Alface Americana,Mogi das Cruzes,"R$ 12,13",7,12,2018,2018-12-07 00:00:00,0.5844,921.953,21.64,68.05%,2.12
Alface Crespa,Mogi das Cruzes,"R$ 11,25",7,12,2018,2018-12-07 00:00:00,0.5844,921.953,21.64,68.05%,2.12
Alface Lisa,Mogi das Cruzes,"R$ 11,25",7,12,2018,2018-12-07 00:00:00,0.5844,921.953,21.64,68.05%,2.12
Alface Americana,Ibiúna,"R$ 8,03",14,12,2018,2018-12-14 00:00:00,0.0,948.345,23.25,60.57%,2.38
Alface Crespa,Ibiúna,"R$ 7,78",14,12,2018,2018-12-14 00:00:00,0.0,948.345,23.25,60.57%,2.38
Alface Lisa,Ibiúna,"R$ 7,78",14,12,2018,2018-12-14 00:00:00,0.0,948.345,23.25,60.57%,2.38
Alface Americana,Mogi das Cruzes,"R$ 11,75",14,12,2018,2018-12-14 00:00:00,0.1406,928.683,22.21,58.52%,2.07
Alface Crespa,Mogi das Cruzes,"R$ 10,75",14,12,2018,2018-12-14 00:00:00,0.1406,928.683,22.21,58.52%,2.07
Alface Lisa,Mogi das Cruzes,"R$ 10,67",14,12,2018,2018-12-14 00:00:00,0.1406,928.683,22.21,58.52%,2.07
Alface Americana,Ibiúna,"R$ 8,03",21,12,2018,2018-12-21 00:00:00,0.074,946.329,26.47,66.86%,1.73
Alface Crespa,Ibiúna,"R$ 7,71",21,12,2018,2018-12-21 00:00:00,0.074,946.329,26.47,66.86%,1.73
Alface Lisa,Ibiúna,"R$ 7,71",21,12,2018,2018-12-21 00:00:00,0.074,946.329,26.47,66.86%,1.73
Alface Americana,Mogi das Cruzes,"R$ 11,40",21,12,2018,2018-12-21 00:00:00,0.124,926.662,26.11,59.91%,1.56
Alface Crespa,Mogi das Cruzes,"R$ 10,00",21,12,2018,2018-12-21 00:00:00,0.124,926.662,26.11,59.91%,1.56
Alface Lisa,Mogi das Cruzes,"R$ 10,50",21,12,2018,2018-12-21 00:00:00,0.124,926.662,26.11,59.91%,1.56
Alface Americana,Ibiúna,"R$ 7,67",11,1,2019,2019-01-11 00:00:00,0.1902,944.562,24.31,74.2%,1.87
Alface Crespa,Ibiúna,"R$ 8,33",11,1,2019,2019-01-11 00:00:00,0.1902,944.562,24.31,74.2%,1.87
Alface Lisa,Ibiúna,"R$ 8,33",11,1,2019,2019-01-11 00:00:00,0.1902,944.562,24.31,74.2%,1.87
Alface Americana,Mogi das Cruzes,"R$ 12,00",11,1,2019,2019-01-11 00:00:00,0.3011,924.872,24.21,66.5%,1.86
Alface Crespa,Mogi das Cruzes,"R$ 10,33",11,1,2019,2019-01-11 00:00:00,0.3011,924.872,24.21,66.5%,1.86
Alface Lisa,Mogi das Cruzes,"R$ 10,67",11,1,2019,2019-01-11 00:00:00,0.3011,924.872,24.21,66.5%,1.86
Alface Americana,Ibiúna,"R$ 9,42",18,1,2019,2019-01-18 00:00:00,0.0292,946.846,25.22,71.11%,1.92
Alface Crespa,Ibiúna,"R$ 12,05",18,1,2019,2019-01-18 00:00:00,0.0292,946.846,25.22,71.11%,1.92
Alface Lisa,Ibiúna,"R$ 10,66",18,1,2019,2019-01-18 00:00:00,0.0292,946.846,25.22,71.11%,1.92
Alface Americana,Mogi das Cruzes,"R$ 14,75",18,1,2019,2019-01-18 00:00:00,0.2365,927.116,25.21,63.83%,1.49
Alface Crespa,Mogi das Cruzes,"R$ 8,50",18,1,2019,2019-01-18 00:00:00,0.2365,927.116,25.21,63.83%,1.49
Alface Crespa,Mogi das Cruzes,"R$ 14,50",18,1,2019,2019-01-18 00:00:00,0.2365,927.116,25.21,63.83%,1.49
Alface Lisa,Mogi das Cruzes,"R$ 14,75",18,1,2019,2019-01-18 00:00:00,0.2365,927.116,25.21,63.83%,1.49
Alface Americana,Ibiúna,"R$ 11,33",25,1,2019,2019-01-25 00:00:00,0.3375,946.122,25.29,73.87%,2.16
Alface Crespa,Ibiúna,"R$ 14,79",25,1,2019,2019-01-25 00:00:00,0.3375,946.122,25.29,73.87%,2.16
Alface Lisa,Ibiúna,"R$ 14,72",25,1,2019,2019-01-25 00:00:00,0.3375,946.122,25.29,73.87%,2.16
Alface Americana,Mogi das Cruzes,"R$ 16,73",25,1,2019,2019-01-25 00:00:00,0.5354,926.578,25.15,68.12%,1.74
Alface Crespa,Mogi das Cruzes,"R$ 17,92",25,1,2019,2019-01-25 00:00:00,0.5354,926.578,25.15,68.12%,1.74
Alface Lisa,Mogi das Cruzes,"R$ 18,33",25,1,2019,2019-01-25 00:00:00,0.5354,926.578,25.15,68.12%,1.74
Alface Americana,Ibiúna,"R$ 21,00",8,2,2019,2019-02-08 00:00:00,0.1739,946.228,24.1,68.19%,2.2
Alface Crespa,Ibiúna,"R$ 20,00",8,2,2019,2019-02-08 00:00:00,0.1739,946.228,24.1,68.19%,2.2
Alface Lisa,Ibiúna,"R$ 21,11",8,2,2019,2019-02-08 00:00:00,0.1739,946.228,24.1,68.19%,2.2
Alface Americana,Mogi das Cruzes,"R$ 22,75",8,2,2019,2019-02-08 00:00:00,0.5328,926.622,23.64,64.99%,1.56
Alface Crespa,Mogi das Cruzes,"R$ 23,40",8,2,2019,2019-02-08 00:00:00,0.5328,926.622,23.64,64.99%,1.56
Alface Lisa,Mogi das Cruzes,"R$ 22,33",8,2,2019,2019-02-08 00:00:00,0.5328,926.622,23.64,64.99%,1.56
Alface Americana,Ibiúna,"R$ 19,50",15,2,2019,2019-02-15 00:00:00,0.4646,944.675,23.47,71.75%,2.02
Alface Crespa,Ibiúna,"R$ 20,83",15,2,2019,2019-02-15 00:00:00,0.4646,944.675,23.47,71.75%,2.02
Alface Lisa,Ibiúna,"R$ 20,83",15,2,2019,2019-02-15 00:00:00,0.4646,944.675,23.47,71.75%,2.02
Alface Americana,Mogi das Cruzes,"R$ 26,88",15,2,2019,2019-02-15 00:00:00,0.0969,925.081,23.0,67.52%,2.16
Alface Crespa,Mogi das Cruzes,"R$ 31,88",15,2,2019,2019-02-15 00:00:00,0.0969,925.081,23.0,67.52%,2.16
Alface Lisa,Mogi das Cruzes,"R$ 28,75",15,2,2019,2019-02-15 00:00:00,0.0969,925.081,23.0,67.52%,2.16
Alface Americana,Ibiúna,"R$ 12,50",22,2,2019,2019-02-22 00:00:00,0.2365,943.714,22.64,81.27%,1.37
Alface Crespa,Ibiúna,"R$ 14,58",22,2,2019,2019-02-22 00:00:00,0.2365,943.714,22.64,81.27%,1.37
Alface Lisa,Ibiúna,"R$ 12,50",22,2,2019,2019-02-22 00:00:00,0.2365,943.714,22.64,81.27%,1.37
Alface Americana,Mogi das Cruzes,"R$ 27,34",22,2,2019,2019-02-22 00:00:00,0.6437,923.851,22.59,75.08%,1.66
Alface Crespa,Mogi das Cruzes,"R$ 29,86",22,2,2019,2019-02-22 00:00:00,0.6437,923.851,22.59,75.08%,1.66
Alface Lisa,Mogi das Cruzes,"R$ 27,29",22,2,2019,2019-02-22 00:00:00,0.6437,923.851,22.59,75.08%,1.66
Alface Americana,Ibiúna,"R$ 15,37",8,3,2019,2019-03-08 00:00:00,0.2617,945.98,23.08,81.31%,1.26
Alface Crespa,Ibiúna,"R$ 20,55",8,3,2019,2019-03-08 00:00:00,0.2617,945.98,23.08,81.31%,1.26
Alface Lisa,Ibiúna,"R$ 22,92",8,3,2019,2019-03-08 00:00:00,0.2617,945.98,23.08,81.31%,1.26
Alface Americana,Mogi das Cruzes,"R$ 30,50",8,3,2019,2019-03-08 00:00:00,0.5028,926.104,23.19,72.23%,1.46
Alface Crespa,Mogi das Cruzes,"R$ 28,50",8,3,2019,2019-03-08 00:00:00,0.5028,926.104,23.19,72.23%,1.46
Alface Lisa,Mogi das Cruzes,"R$ 25,33",8,3,2019,2019-03-08 00:00:00,0.5028,926.104,23.19,72.23%,1.46
Alface Americana,Ibiúna,"R$ 15,28",15,3,2019,2019-03-15 00:00:00,0.3062,946.182,23.83,77.89%,1.87
Alface Crespa,Ibiúna,"R$ 21,67",15,3,2019,2019-03-15 00:00:00,0.3062,946.182,23.83,77.89%,1.87
Alface Lisa,Ibiúna,"R$ 23,61",15,3,2019,2019-03-15 00:00:00,0.3062,946.182,23.83,77.89%,1.87
Alface Americana,Mogi das Cruzes,"R$ 24,34",15,3,2019,2019-03-15 00:00:00,0.5125,926.336,23.58,71.45%,1.67
Alface Crespa,Mogi das Cruzes,"R$ 27,50",15,3,2019,2019-03-15 00:00:00,0.5125,926.336,23.58,71.45%,1.67
Alface Lisa,Mogi das Cruzes,"R$ 23,75",15,3,2019,2019-03-15 00:00:00,0.5125,926.336,23.58,71.45%,1.67
Alface Americana,Ibiúna,"R$ 17,20",22,3,2019,2019-03-22 00:00:00,0.2552,944.538,22.69,81.5%,2.24
Alface Crespa,Ibiúna,"R$ 21,66",22,3,2019,2019-03-22 00:00:00,0.2552,944.538,22.69,81.5%,2.24
Alface Lisa,Ibiúna,"R$ 21,66",22,3,2019,2019-03-22 00:00:00,0.2552,944.538,22.69,81.5%,2.24
Alface Americana,Mogi das Cruzes,"R$ 23,55",22,3,2019,2019-03-22 00:00:00,0.2698,924.788,22.23,75.91%,1.9
Alface Crespa,Mogi das Cruzes,"R$ 23,75",22,3,2019,2019-03-22 00:00:00,0.2698,924.788,22.23,75.91%,1.9
Alface Lisa,Mogi das Cruzes,"R$ 23,75",22,3,2019,2019-03-22 00:00:00,0.2698,924.788,22.23,75.91%,1.9
Alface Americana,Ibiúna,"R$ 17,12",29,3,2019,2019-03-29 00:00:00,0.001,948.105,22.11,72.86%,2.49
Alface Crespa,Ibiúna,"R$ 21,39",29,3,2019,2019-03-29 00:00:00,0.001,948.105,22.11,72.86%,2.49
Alface Lisa,Ibiúna,"R$ 21,39",29,3,2019,2019-03-29 00:00:00,0.001,948.105,22.11,72.86%,2.49
Alface Americana,Mogi das Cruzes,"R$ 25,00",29,3,2019,2019-03-29 00:00:00,0.0052,928.448,21.61,68.67%,2.0
Alface Crespa,Mogi das Cruzes,"R$ 29,58",29,3,2019,2019-03-29 00:00:00,0.0052,928.448,21.61,68.67%,2.0
Alface Lisa,Mogi das Cruzes,"R$ 29,17",29,3,2019,2019-03-29 00:00:00,0.0052,928.448,21.61,68.67%,2.0
Alface Americana,Ibiúna,"R$ 14,40",5,4,2019,2019-04-05 00:00:00,0.0031,946.344,22.45,70.48%,1.97
Alface Crespa,Ibiúna,"R$ 16,28",5,4,2019,2019-04-05 00:00:00,0.0031,946.344,22.45,70.48%,1.97
Alface Lisa,Ibiúna,"R$ 16,28",5,4,2019,2019-04-05 00:00:00,0.0031,946.344,22.45,70.48%,1.97
Alface Americana,Mogi das Cruzes,"R$ 22,40",5,4,2019,2019-04-05 00:00:00,0.0031,926.651,22.39,63.96%,1.77
Alface Crespa,Mogi das Cruzes,"R$ 21,40",5,4,2019,2019-04-05 00:00:00,0.0031,926.651,22.39,63.96%,1.77
Alface Lisa,Mogi das Cruzes,"R$ 21,75",5,4,2019,2019-04-05 00:00:00,0.0031,926.651,22.39,63.96%,1.77
Alface Americana,Ibiúna,"R$ 10,76",12,4,2019,2019-04-12 00:00:00,0.601,946.086,22.08,80.95%,2.09
Alface Crespa,Ibiúna,"R$ 13,33",12,4,2019,2019-04-12 00:00:00,0.601,946.086,22.08,80.95%,2.09
Alface Lisa,Ibiúna,"R$ 13,33",12,4,2019,2019-04-12 00:00:00,0.601,946.086,22.08,80.95%,2.09
Alface Americana,Mogi das Cruzes,"R$ 17,25",12,4,2019,2019-04-12 00:00:00,0.3885,926.214,21.97,75.44%,1.61
Alface Crespa,Mogi das Cruzes,"R$ 17,70",12,4,2019,2019-04-12 00:00:00,0.3885,926.214,21.97,75.44%,1.61
Alface Lisa,Mogi das Cruzes,"R$ 16,17",12,4,2019,2019-04-12 00:00:00,0.3885,926.214,21.97,75.44%,1.61
Alface Americana,Ibiúna,"R$ 9,02",18,4,2019,2019-04-18 00:00:00,0.25,945.974,21.72,79.41%,1.48
Alface Crespa,Ibiúna,"R$ 10,67",18,4,2019,2019-04-18 00:00:00,0.25,945.974,21.72,79.41%,1.48
Alface Lisa,Ibiúna,"R$ 10,67",18,4,2019,2019-04-18 00:00:00,0.25,945.974,21.72,79.41%,1.48
Alface Americana,Mogi das Cruzes,"R$ 16,50",18,4,2019,2019-04-18 00:00:00,0.1512,926.152,21.91,71.95%,1.67
Alface Crespa,Mogi das Cruzes,"R$ 15,75",18,4,2019,2019-04-18 00:00:00,0.1512,926.152,21.91,71.95%,1.67
Alface Lisa,Mogi das Cruzes,"R$ 17,00",18,4,2019,2019-04-18 00:00:00,0.1512,926.152,21.91,71.95%,1.67
Alface Americana,Ibiúna,"R$ 8,95",26,4,2019,2019-04-26 00:00:00,0.0009,946.858,22.0,75.17%,1.53
Alface Crespa,Ibiúna,"R$ 10,50",26,4,2019,2019-04-26 00:00:00,0.0009,946.858,22.0,75.17%,1.53
Alface Lisa,Ibiúna,"R$ 10,67",26,4,2019,2019-04-26 00:00:00,0.0009,946.858,22.0,75.17%,1.53
Alface Americana,Mogi das Cruzes,"R$ 13,00",26,4,2019,2019-04-26 00:00:00,0.1296,927.058,22.52,66.42%,1.25
Alface Crespa,Mogi das Cruzes,"R$ 12,08",26,4,2019,2019-04-26 00:00:00,0.1296,927.058,22.52,66.42%,1.25
Alface Lisa,Mogi das Cruzes,"R$ 13,33",26,4,2019,2019-04-26 00:00:00,0.1296,927.058,22.52,66.42%,1.25
Alface Americana,Ibiúna,"R$ 7,70",3,5,2019,2019-05-03 00:00:00,0.1146,946.158,21.41,79.88%,1.05
Alface Crespa,Ibiúna,"R$ 8,63",3,5,2019,2019-05-03 00:00:00,0.1146,946.158,21.41,79.88%,1.05
Alface Lisa,Ibiúna,"R$ 10,00",3,5,2019,2019-05-03 00:00:00,0.1146,946.158,21.41,79.88%,1.05
Alface Americana,Mogi das Cruzes,"R$ 13,00",3,5,2019,2019-05-03 00:00:00,0.2167,926.196,22.45,67.58%,1.36
Alface Crespa,Mogi das Cruzes,"R$ 12,06",3,5,2019,2019-05-03 00:00:00,0.2167,926.196,22.45,67.58%,1.36
Alface Lisa,Mogi das Cruzes,"R$ 12,80",3,5,2019,2019-05-03 00:00:00,0.2167,926.196,22.45,67.58%,1.36
