Produto,Região,Preço,Dia,Mês,Ano,Data,Média Precipitação Total (mm),Média Pressão Atmosférica (mB),Média Temperatura do Ar (°C),Média Umidade Relativa do Ar (%),Média Vento Velocidade (m/s)
Alface Lisa,Ibiúna,"R$ 19,00",2,4,2015,2015-04-02 00:00:00,0.1615,946.479,22.64,77.43%,1.7
Alface Americana,Mogi das Cruzes,"R$ 15,94",2,4,2015,2015-04-02 00:00:00,0.1047,926.82,22.66,67.97%,1.68
Alface Crespa,Mogi das Cruzes,"R$ 19,33",2,4,2015,2015-04-02 00:00:00,0.1047,926.82,22.66,67.97%,1.68
Alface Lisa,Mogi das Cruzes,"R$ 18,00",2,4,2015,2015-04-02 00:00:00,0.1047,926.82,22.66,67.97%,1.68
Alface Americana,Ibiúna,"R$ 17,00",9,4,2015,2015-04-09 00:00:00,0.0083,945.617,20.7,76.77%,2.65
Alface Americana,Ibiúna,"R$ 20,00",9,4,2015,2015-04-09 00:00:00,0.0083,945.617,20.7,76.77%,2.65
Alface Crespa,Ibiúna,"R$ 16,33",9,4,2015,2015-04-09 00:00:00,0.0083,945.617,20.7,76.77%,2.65
Alface Lisa,Ibiúna,"R$ 17,00",9,4,2015,2015-04-09 00:00:00,0.0083,945.617,20.7,76.77%,2.65
Alface Americana,Mogi das Cruzes,"R$ 17,75",9,4,2015,2015-04-09 00:00:00,0.0385,925.975,20.38,71.09%,2.61
Alface Crespa,Mogi das Cruzes,"R$ 19,17",9,4,2015,2015-04-09 00:00:00,0.0385,925.975,20.38,71.09%,2.61
Alface Lisa,Mogi das Cruzes,"R$ 15,00",9,4,2015,2015-04-09 00:00:00,0.0385,925.975,20.38,71.09%,2.61
Alface Americana,Ibiúna,"R$ 20,67",16,4,2015,2015-04-16 00:00:00,0.0333,947.836,20.63,78.34%,1.88
Alface Crespa,Ibiúna,"R$ 14,33",16,4,2015,2015-04-16 00:00:00,0.0333,947.836,20.63,78.34%,1.88
Alface Lisa,Ibiúna,"R$ 15,00",16,4,2015,2015-04-16 00:00:00,0.0333,947.836,20.63,78.34%,1.88
Alface Americana,Mogi das Cruzes,"R$ 43,62",16,4,2015,2015-04-16 00:00:00,0.3198,928.157,20.68,73.2%,1.92
Alface Crespa,Mogi das Cruzes,"R$ 15,27",16,4,2015,2015-04-16 00:00:00,0.3198,928.157,20.68,73.2%,1.92
Alface Lisa,Mogi das Cruzes,"R$ 13,78",16,4,2015,2015-04-16 00:00:00,0.3198,928.157,20.68,73.2%,1.92
Alface Americana,Ibiúna,"R$ 12,67",23,4,2015,2015-04-23 00:00:00,0.1417,945.912,21.82,84.47%,1.57
Alface Crespa,Ibiúna,"R$ 9,00",23,4,2015,2015-04-23 00:00:00,0.1417,945.912,21.82,84.47%,1.57
Alface Lisa,Ibiúna,"R$ 13,00",23,4,2015,2015-04-23 00:00:00,0.1417,945.912,21.82,84.47%,1.57
Alface Americana,Mogi das Cruzes,"R$ 11,68",23,4,2015,2015-04-23 00:00:00,0.3813,926.259,21.78,77.68%,1.66
Alface Crespa,Mogi das Cruzes,"R$ 12,00",23,4,2015,2015-04-23 00:00:00,0.3813,926.259,21.78,77.68%,1.66
Alface Lisa,Mogi das Cruzes,"R$ 11,00",23,4,2015,2015-04-23 00:00:00,0.3813,926.259,21.78,77.68%,1.66
Alface Americana,Ibiúna,"R$ 11,50",30,4,2015,2015-04-30 00:00:00,0.001,948.404,19.68,78.29%,2.66
Alface Crespa,Ibiúna,"R$ 8,00",30,4,2015,2015-04-30 00:00:00,0.001,948.404,19.68,78.29%,2.66
Alface Lisa,Ibiúna,"R$ 9,00",30,4,2015,2015-04-30 00:00:00,0.001,948.404,19.68,78.29%,2.66
Alface Americana,Mogi das Cruzes,"R$ 9,43",30,4,2015,2015-04-30 00:00:00,0.0052,928.58,19.54,73.26%,2.29
Alface Crespa,Mogi das Cruzes,"R$ 8,67",30,4,2015,2015-04-30 00:00:00,0.0052,928.58,19.54,73.26%,2.29
Alface Lisa,Mogi das Cruzes,"R$ 11,00",30,4,2015,2015-04-30 00:00:00,0.0052,928.58,19.54,73.26%,2.29
Alface Americana,Ibiúna,"R$ 10,00",7,5,2015,2015-05-07 00:00:00,0.1302,947.276,18.54,80.7%,2.39
Alface Crespa,Ibiúna,"R$ 6,00",7,5,2015,2015-05-07 00:00:00,0.1302,947.276,18.54,80.7%,2.39
Alface Lisa,Ibiúna,"R$ 9,00",7,5,2015,2015-05-07 00:00:00,0.1302,947.276,18.54,80.7%,2.39
Alface Americana,Mogi das Cruzes,"R$ 8,95",7,5,2015,2015-05-07 00:00:00,0.0583,927.513,18.27,74.87%,2.06
Alface Crespa,Mogi das Cruzes,"R$ 6,67",7,5,2015,2015-05-07 00:00:00,0.0583,927.513,18.27,74.87%,2.06
Alface Lisa,Mogi das Cruzes,"R$ 8,33",7,5,2015,2015-05-07 00:00:00,0.0583,927.513,18.27,74.87%,2.06
Alface Americana,Ibiúna,"R$ 8,85",14,5,2015,2015-05-14 00:00:00,0.0688,948.873,17.18,82.99%,2.42
Alface Crespa,Ibiúna,"R$ 6,62",14,5,2015,2015-05-14 00:00:00,0.0688,948.873,17.18,82.99%,2.42
Alface Lisa,Ibiúna,"R$ 7,40",14,5,2015,2015-05-14 00:00:00,0.0688,948.873,17.18,82.99%,2.42
Alface Americana,Mogi das Cruzes,"R$ 7,75",14,5,2015,2015-05-14 00:00:00,0.1292,928.844,17.0,76.47%,2.14
Alface Crespa,Mogi das Cruzes,"R$ 8,22",14,5,2015,2015-05-14 00:00:00,0.1292,928.844,17.0,76.47%,2.14
Alface Lisa,Mogi das Cruzes,"R$ 8,67",14,5,2015,2015-05-14 00:00:00,0.1292,928.844,17.0,76.47%,2.14
Alface Americana,Ibiúna,"R$ 14,00",21,5,2015,2015-05-21 00:00:00,0.0031,952.003,18.47,79.65%,2.06
Alface Crespa,Ibiúna,"R$ 7,50",21,5,2015,2015-05-21 00:00:00,0.0031,952.003,18.47,79.65%,2.06
Alface Lisa,Ibiúna,"R$ 11,00",21,5,2015,2015-05-21 00:00:00,0.0031,952.003,18.47,79.65%,2.06
Alface Americana,Mogi das Cruzes,"R$ 9,57",21,5,2015,2015-05-21 00:00:00,0.0031,932.241,17.9,75.58%,1.91
Alface Crespa,Mogi das Cruzes,"R$ 9,05",21,5,2015,2015-05-21 00:00:00,0.0031,932.241,17.9,75.58%,1.91
Alface Lisa,Mogi das Cruzes,"R$ 8,33",21,5,2015,2015-05-21 00:00:00,0.0031,932.241,17.9,75.58%,1.91
Alface Americana,Ibiúna,"R$ 10,00",28,5,2015,2015-05-28 00:00:00,0.0719,948.917,19.99,81.49%,1.65
Alface Crespa,Ibiúna,"R$ 9,33",28,5,2015,2015-05-28 00:00:00,0.0719,948.917,19.99,81.49%,1.65
Alface Lisa,Ibiúna,"R$ 9,00",28,5,2015,2015-05-28 00:00:00,0.0719,948.917,19.99,81.49%,1.65
Alface Americana,Mogi das Cruzes,"R$ 11,36",28,5,2015,2015-05-28 00:00:00,0.0333,928.935,20.7,69.19%,1.89
Alface Crespa,Mogi das Cruzes,"R$ 9,31",28,5,2015,2015-05-28 00:00:00,0.0333,928.935,20.7,69.19%,1.89
Alface Lisa,Mogi das Cruzes,"R$ 9,00",28,5,2015,2015-05-28 00:00:00,0.0333,928.935,20.7,69.19%,1.89
Alface Americana,Ibiúna,"R$ 9,50",3,6,2015,2015-06-03 00:00:00,0.119,948.312,16.66,87.36%,1.49
Alface Crespa,Ibiúna,"R$ 6,50",3,6,2015,2015-06-03 00:00:00,0.119,948.312,16.66,87.36%,1.49
Alface Lisa,Ibiúna,"R$ 8,00",3,6,2015,2015-06-03 00:00:00,0.119,948.312,16.66,87.36%,1.49
Alface Americana,Mogi das Cruzes,"R$ 11,92",3,6,2015,2015-06-03 00:00:00,0.1048,928.132,17.13,76.39%,1.63
Alface Crespa,Mogi das Cruzes,"R$ 10,50",3,6,2015,2015-06-03 00:00:00,0.1048,928.132,17.13,76.39%,1.63
Alface Lisa,Mogi das Cruzes,"R$ 10,00",3,6,2015,2015-06-03 00:00:00,0.1048,928.132,17.13,76.39%,1.63
Alface Americana,Ibiúna,"R$ 10,00",11,6,2015,2015-06-11 00:00:00,0.0028,949.795,18.9,75.82%,1.27
Alface Crespa,Ibiúna,"R$ 8,67",11,6,2015,2015-06-11 00:00:00,0.0028,949.795,18.9,75.82%,1.27
Alface Lisa,Ibiúna,"R$ 9,50",11,6,2015,2015-06-11 00:00:00,0.0028,949.795,18.9,75.82%,1.27
Alface Americana,Mogi das Cruzes,"R$ 10,39",11,6,2015,2015-06-11 00:00:00,0.0009,929.856,19.69,64.14%,1.3
Alface Crespa,Mogi das Cruzes,"R$ 9,67",11,6,2015,2015-06-11 00:00:00,0.0009,929.856,19.69,64.14%,1.3
Alface Lisa,Mogi das Cruzes,"R$ 9,00",11,6,2015,2015-06-11 00:00:00,0.0009,929.856,19.69,64.14%,1.3
Alface Americana,Ibiúna,"R$ 12,00",19,6,2015,2015-06-19 00:00:00,0.0222,948.002,18.22,77.92%,2.15
Alface Crespa,Ibiúna,"R$ 8,00",19,6,2015,2015-06-19 00:00:00,0.0222,948.002,18.22,77.92%,2.15
Alface Lisa,Ibiúna,"R$ 8,00",19,6,2015,2015-06-19 00:00:00,0.0222,948.002,18.22,77.92%,2.15
Alface Americana,Mogi das Cruzes,"R$ 8,50",19,6,2015,2015-06-19 00:00:00,0.063,928.012,18.87,69.3%,1.97
Alface Crespa,Mogi das Cruzes,"R$ 55,00",19,6,2015,2015-06-19 00:00:00,0.063,928.012,18.87,69.3%,1.97
Alface Lisa,Mogi das Cruzes,"R$ 8,50",19,6,2015,2015-06-19 00:00:00,0.063,928.012,18.87,69.3%,1.97
Alface Americana,Ibiúna,"R$ 11,33",25,6,2015,2015-06-25 00:00:00,0.0012,955.202,16.74,75.71%,3.19
Alface Crespa,Ibiúna,"R$ 6,67",25,6,2015,2015-06-25 00:00:00,0.0012,955.202,16.74,75.71%,3.19
Alface Lisa,Ibiúna,"R$ 9,00",25,6,2015,2015-06-25 00:00:00,0.0012,955.202,16.74,75.71%,3.19
Alface Americana,Mogi das Cruzes,"R$ 9,53",25,6,2015,2015-06-25 00:00:00,0.0333,935.34,16.16,74.45%,2.38
Alface Crespa,Mogi das Cruzes,"R$ 9,33",25,6,2015,2015-06-25 00:00:00,0.0333,935.34,16.16,74.45%,2.38
Alface Lisa,Mogi das Cruzes,"R$ 9,25",25,6,2015,2015-06-25 00:00:00,0.0333,935.34,16.16,74.45%,2.38
Alface Crespa,Mogi das Cruzes,"R$ 15,00",30,6,2015,2015-06-30 00:00:00,0.0028,934.829,15.86,68.9%,2.08
Alface Americana,Ibiúna,"R$ 12,00",2,7,2015,2015-07-02 00:00:00,0.0365,953.533,16.54,74.81%,2.3
Alface Crespa,Ibiúna,"R$ 8,33",2,7,2015,2015-07-02 00:00:00,0.0365,953.533,16.54,74.81%,2.3
Alface Lisa,Ibiúna,"R$ 13,00",2,7,2015,2015-07-02 00:00:00,0.0365,953.533,16.54,74.81%,2.3
Alface Americana,Mogi das Cruzes,"R$ 10,69",2,7,2015,2015-07-02 00:00:00,0.025,929.418,18.07,70.5%,1.77
Alface Crespa,Mogi das Cruzes,"R$ 9,90",2,7,2015,2015-07-02 00:00:00,0.025,929.418,18.07,70.5%,1.77
Alface Lisa,Mogi das Cruzes,"R$ 11,47",2,7,2015,2015-07-02 00:00:00,0.025,929.418,18.07,70.5%,1.77
Alface Americana,Ibiúna,"R$ 12,27",10,7,2015,2015-07-10 00:00:00,0.4231,948.606,16.5,88.74%,2.02
Alface Crespa,Ibiúna,"R$ 7,85",10,7,2015,2015-07-10 00:00:00,0.4231,948.606,16.5,88.74%,2.02
Alface Lisa,Ibiúna,"R$ 9,34",10,7,2015,2015-07-10 00:00:00,0.4231,948.606,16.5,88.74%,2.02
Alface Americana,Mogi das Cruzes,"R$ 11,79",10,7,2015,2015-07-10 00:00:00,0.1991,928.505,16.49,78.63%,2.03
Alface Crespa,Mogi das Cruzes,"R$ 9,56",10,7,2015,2015-07-10 00:00:00,0.1991,928.505,16.49,78.63%,2.03
Alface Lisa,Mogi das Cruzes,"R$ 13,25",10,7,2015,2015-07-10 00:00:00,0.1991,928.505,16.49,78.63%,2.03
Alface Americana,Ibiúna,"R$ 11,75",16,7,2015,2015-07-16 00:00:00,0.081,949.495,19.41,77.27%,1.63
Alface Crespa,Ibiúna,"R$ 8,33",16,7,2015,2015-07-16 00:00:00,0.081,949.495,19.41,77.27%,1.63
Alface Lisa,Ibiúna,"R$ 12,50",16,7,2015,2015-07-16 00:00:00,0.081,949.495,19.41,77.27%,1.63
Alface Americana,Mogi das Cruzes,"R$ 11,34",16,7,2015,2015-07-16 00:00:00,0.0179,929.677,20.31,63.9%,1.5
Alface Crespa,Mogi das Cruzes,"R$ 9,12",16,7,2015,2015-07-16 00:00:00,0.0179,929.677,20.31,63.9%,1.5
Alface Lisa,Mogi das Cruzes,"R$ 13,80",16,7,2015,2015-07-16 00:00:00,0.0179,929.677,20.31,63.9%,1.5
Alface Americana,Ibiúna,"R$ 13,00",23,7,2015,2015-07-23 00:00:00,0.0042,951.246,17.91,77.31%,1.84
Alface Crespa,Ibiúna,"R$ 12,50",23,7,2015,2015-07-23 00:00:00,0.0042,951.246,17.91,77.31%,1.84
Alface Lisa,Ibiúna,"R$ 12,50",23,7,2015,2015-07-23 00:00:00,0.0042,951.246,17.91,77.31%,1.84
Alface Americana,Mogi das Cruzes,"R$ 11,63",23,7,2015,2015-07-23 00:00:00,0.0021,931.329,18.47,66.25%,1.88
Alface Crespa,Mogi das Cruzes,"R$ 10,00",23,7,2015,2015-07-23 00:00:00,0.0021,931.329,18.47,66.25%,1.88
Alface Lisa,Mogi das Cruzes,"R$ 14,20",23,7,2015,2015-07-23 00:00:00,0.0021,931.329,18.47,66.25%,1.88
Alface Americana,Ibiúna,"R$ 12,00",30,7,2015,2015-07-30 00:00:00,0.0604,950.535,16.2,76.51%,1.67
Alface Crespa,Ibiúna,"R$ 11,24",30,7,2015,2015-07-30 00:00:00,0.0604,950.535,16.2,76.51%,1.67
Alface Lisa,Ibiúna,"R$ 11,20",30,7,2015,2015-07-30 00:00:00,0.0604,950.535,16.2,76.51%,1.67
Alface Americana,Mogi das Cruzes,"R$ 11,15",30,7,2015,2015-07-30 00:00:00,0.0969,930.453,16.74,71.88%,1.26
Alface Crespa,Mogi das Cruzes,"R$ 10,31",30,7,2015,2015-07-30 00:00:00,0.0969,930.453,16.74,71.88%,1.26
Alface Lisa,Mogi das Cruzes,"R$ 13,20",30,7,2015,2015-07-30 00:00:00,0.0969,930.453,16.74,71.88%,1.26
Alface Americana,Ibiúna,"R$ 13,67",6,8,2015,2015-08-06 00:00:00,0.0,950.006,18.64,64.62%,1.4
Alface Crespa,Ibiúna,"R$ 13,00",6,8,2015,2015-08-06 00:00:00,0.0,950.006,18.64,64.62%,1.4
Alface Lisa,Ibiúna,"R$ 12,00",6,8,2015,2015-08-06 00:00:00,0.0,950.006,18.64,64.62%,1.4
Alface Americana,Mogi das Cruzes,"R$ 12,00",6,8,2015,2015-08-06 00:00:00,0.0,930.12,20.06,53.5%,1.18
Alface Crespa,Mogi das Cruzes,"R$ 10,50",6,8,2015,2015-08-06 00:00:00,0.0,930.12,20.06,53.5%,1.18
Alface Lisa,Mogi das Cruzes,"R$ 13,80",6,8,2015,2015-08-06 00:00:00,0.0,930.12,20.06,53.5%,1.18
Alface Americana,Ibiúna,"R$ 12,19",13,8,2015,2015-08-13 00:00:00,0.0,950.393,20.21,63.33%,1.79
Alface Crespa,Ibiúna,"R$ 10,16",13,8,2015,2015-08-13 00:00:00,0.0,950.393,20.21,63.33%,1.79
Alface Lisa,Ibiúna,"R$ 13,80",13,8,2015,2015-08-13 00:00:00,0.0,950.393,20.21,63.33%,1.79
Alface Americana,Mogi das Cruzes,"R$ 11,50",13,8,2015,2015-08-13 00:00:00,0.0,930.693,20.7,54.85%,1.55
Alface Crespa,Mogi das Cruzes,"R$ 9,14",13,8,2015,2015-08-13 00:00:00,0.0,930.693,20.7,54.85%,1.55
Alface Lisa,Mogi das Cruzes,"R$ 12,00",13,8,2015,2015-08-13 00:00:00,0.0,930.693,20.7,54.85%,1.55
Alface Americana,Ibiúna,"R$ 11,13",20,8,2015,2015-08-20 00:00:00,0.0,950.139,19.96,61.81%,2.19
Alface Crespa,Ibiúna,"R$ 9,60",20,8,2015,2015-08-20 00:00:00,0.0,950.139,19.96,61.81%,2.19
Alface Lisa,Ibiúna,"R$ 9,29",20,8,2015,2015-08-20 00:00:00,0.0,950.139,19.96,61.81%,2.19
Alface Americana,Mogi das Cruzes,"R$ 10,20",20,8,2015,2015-08-20 00:00:00,0.0,930.265,20.55,53.08%,1.61
Alface Crespa,Mogi das Cruzes,"R$ 8,95",20,8,2015,2015-08-20 00:00:00,0.0,930.265,20.55,53.08%,1.61
Alface Lisa,Mogi das Cruzes,"R$ 10,67",20,8,2015,2015-08-20 00:00:00,0.0,930.265,20.55,53.08%,1.61
Alface Americana,Ibiúna,"R$ 9,67",27,8,2015,2015-08-27 00:00:00,0.099,947.915,17.48,78.16%,2.71
Alface Crespa,Ibiúna,"R$ 7,00",27,8,2015,2015-08-27 00:00:00,0.099,947.915,17.48,78.16%,2.71
Alface Lisa,Ibiúna,"R$ 7,50",27,8,2015,2015-08-27 00:00:00,0.099,947.915,17.48,78.16%,2.71
Alface Americana,Mogi das Cruzes,"R$ 9,55",27,8,2015,2015-08-27 00:00:00,0.1604,928.061,17.35,73.32%,2.05
Alface Crespa,Mogi das Cruzes,"R$ 8,88",27,8,2015,2015-08-27 00:00:00,0.1604,928.061,17.35,73.32%,2.05
Alface Lisa,Mogi das Cruzes,"R$ 10,75",27,8,2015,2015-08-27 00:00:00,0.1604,928.061,17.35,73.32%,2.05
Alface Americana,Ibiúna,"R$ 10,50",3,9,2015,2015-09-03 00:00:00,0.0552,949.599,18.82,72.74%,2.38
Alface Crespa,Ibiúna,"R$ 7,33",3,9,2015,2015-09-03 00:00:00,0.0552,949.599,18.82,72.74%,2.38
Alface Lisa,Ibiúna,"R$ 8,50",3,9,2015,2015-09-03 00:00:00,0.0552,949.599,18.82,72.74%,2.38
Alface Americana,Mogi das Cruzes,"R$ 9,33",3,9,2015,2015-09-03 00:00:00,0.1396,929.805,19.11,65.42%,1.77
Alface Crespa,Mogi das Cruzes,"R$ 7,68",3,9,2015,2015-09-03 00:00:00,0.1396,929.805,19.11,65.42%,1.77
Alface Lisa,Mogi das Cruzes,"R$ 9,40",3,9,2015,2015-09-03 00:00:00,0.1396,929.805,19.11,65.42%,1.77
Alface Americana,Mogi das Cruzes,"R$ 9,20",10,9,2015,2015-09-10 00:00:00,0.4635,925.255,17.37,77.27%,1.96
Alface Crespa,Mogi das Cruzes,"R$ 8,40",10,9,2015,2015-09-10 00:00:00,0.4635,925.255,17.37,77.27%,1.96
Alface Lisa,Mogi das Cruzes,"R$ 9,50",10,9,2015,2015-09-10 00:00:00,0.4635,925.255,17.37,77.27%,1.96
Alface Americana,Ibiúna,"R$ 8,28",17,9,2015,2015-09-17 00:00:00,0.4161,946.244,18.84,79.97%,2.44
Alface Crespa,Ibiúna,"R$ 7,37",17,9,2015,2015-09-17 00:00:00,0.4161,946.244,18.84,79.97%,2.44
Alface Lisa,Ibiúna,"R$ 9,50",17,9,2015,2015-09-17 00:00:00,0.4161,946.244,18.84,79.97%,2.44
Alface Americana,Mogi das Cruzes,"R$ 9,34",17,9,2015,2015-09-17 00:00:00,0.3125,927.57,19.08,72.03%,1.77
Alface Crespa,Mogi das Cruzes,"R$ 8,04",17,9,2015,2015-09-17 00:00:00,0.3125,927.57,19.08,72.03%,1.77
Alface Lisa,Mogi das Cruzes,"R$ 9,60",17,9,2015,2015-09-17 00:00:00,0.3125,927.57,19.08,72.03%,1.77
Alface Americana,Ibiúna,"R$ 9,83",24,9,2015,2015-09-24 00:00:00,0.0,945.342,25.27,54.07%,1.75
Alface Crespa,Ibiúna,"R$ 9,00",24,9,2015,2015-09-24 00:00:00,0.0,945.342,25.27,54.07%,1.75
Alface Lisa,Ibiúna,"R$ 10,50",24,9,2015,2015-09-24 00:00:00,0.0,945.342,25.27,54.07%,1.75
Alface Americana,Mogi das Cruzes,"R$ 10,48",24,9,2015,2015-09-24 00:00:00,0.0,925.982,26.27,42.33%,1.49
Alface Crespa,Mogi das Cruzes,"R$ 9,75",24,9,2015,2015-09-24 00:00:00,0.0,925.982,26.27,42.33%,1.49
Alface Lisa,Mogi das Cruzes,"R$ 11,67",24,9,2015,2015-09-24 00:00:00,0.0,925.982,26.27,42.33%,1.49
Alface Americana,Ibiúna,"R$ 10,17",1,10,2015,2015-10-01 00:00:00,0.2115,944.637,22.38,75.66%,1.68
Alface Crespa,Ibiúna,"R$ 10,67",1,10,2015,2015-10-01 00:00:00,0.2115,944.637,22.38,75.66%,1.68
Alface Lisa,Ibiúna,"R$ 12,50",1,10,2015,2015-10-01 00:00:00,0.2115,944.637,22.38,75.66%,1.68
Alface Americana,Mogi das Cruzes,"R$ 11,43",1,10,2015,2015-10-01 00:00:00,0.3375,925.086,22.44,65.13%,1.96
Alface Crespa,Mogi das Cruzes,"R$ 9,83",1,10,2015,2015-10-01 00:00:00,0.3375,925.086,22.44,65.13%,1.96
Alface Lisa,Mogi das Cruzes,"R$ 10,60",1,10,2015,2015-10-01 00:00:00,0.3375,925.086,22.44,65.13%,1.96
Alface Americana,Ibiúna,"R$ 13,00",8,10,2015,2015-10-08 00:00:00,0.0073,946.307,21.86,75.47%,2.4
Alface Crespa,Ibiúna,"R$ 11,00",8,10,2015,2015-10-08 00:00:00,0.0073,946.307,21.86,75.47%,2.4
Alface Lisa,Ibiúna,"R$ 10,00",8,10,2015,2015-10-08 00:00:00,0.0073,946.307,21.86,75.47%,2.4
Alface Americana,Mogi das Cruzes,"R$ 11,68",8,10,2015,2015-10-08 00:00:00,0.1309,926.88,21.16,69.67%,2.29
Alface Crespa,Mogi das Cruzes,"R$ 10,33",8,10,2015,2015-10-08 00:00:00,0.1309,926.88,21.16,69.67%,2.29
Alface Lisa,Mogi das Cruzes,"R$ 10,80",8,10,2015,2015-10-08 00:00:00,0.1309,926.88,21.16,69.67%,2.29
Alface Americana,Ibiúna,"R$ 12,38",16,10,2015,2015-10-16 00:00:00,0.1981,945.821,23.91,69.71%,2.22
Alface Crespa,Ibiúna,"R$ 9,38",16,10,2015,2015-10-16 00:00:00,0.1981,945.821,23.91,69.71%,2.22
Alface Lisa,Ibiúna,"R$ 10,33",16,10,2015,2015-10-16 00:00:00,0.1981,945.821,23.91,69.71%,2.22
Alface Americana,Mogi das Cruzes,"R$ 11,90",16,10,2015,2015-10-16 00:00:00,0.0139,926.361,24.27,58.38%,2.06
Alface Crespa,Mogi das Cruzes,"R$ 10,40",16,10,2015,2015-10-16 00:00:00,0.0139,926.361,24.27,58.38%,2.06
Alface Lisa,Mogi das Cruzes,"R$ 12,50",16,10,2015,2015-10-16 00:00:00,0.0139,926.361,24.27,58.38%,2.06
Alface Americana,Ibiúna,"R$ 12,38",23,10,2015,2015-10-23 00:00:00,0.1469,946.511,22.65,73.07%,3.03
Alface Crespa,Ibiúna,"R$ 9,38",23,10,2015,2015-10-23 00:00:00,0.1469,946.511,22.65,73.07%,3.03
Alface Lisa,Ibiúna,"R$ 10,33",23,10,2015,2015-10-23 00:00:00,0.1469,946.511,22.65,73.07%,3.03
Alface Americana,Mogi das Cruzes,"R$ 11,12",23,10,2015,2015-10-23 00:00:00,0.1414,927.312,22.21,66.21%,2.43
Alface Crespa,Mogi das Cruzes,"R$ 10,00",23,10,2015,2015-10-23 00:00:00,0.1414,927.312,22.21,66.21%,2.43
Alface Lisa,Mogi das Cruzes,"R$ 11,20",23,10,2015,2015-10-23 00:00:00,0.1414,927.312,22.21,66.21%,2.43
Alface Americana,Ibiúna,"R$ 13,75",29,10,2015,2015-10-29 00:00:00,0.1714,947.284,21.17,79.18%,3.14
Alface Crespa,Ibiúna,"R$ 9,38",29,10,2015,2015-10-29 00:00:00,0.1714,947.284,21.17,79.18%,3.14
Alface Lisa,Ibiúna,"R$ 10,33",29,10,2015,2015-10-29 00:00:00,0.1714,947.284,21.17,79.18%,3.14
Alface Americana,Mogi das Cruzes,"R$ 11,21",29,10,2015,2015-10-29 00:00:00,0.169,927.733,19.96,76.47%,2.09
Alface Crespa,Mogi das Cruzes,"R$ 9,89",29,10,2015,2015-10-29 00:00:00,0.169,927.733,19.96,76.47%,2.09
Alface Lisa,Mogi das Cruzes,"R$ 12,25",29,10,2015,2015-10-29 00:00:00,0.169,927.733,19.96,76.47%,2.09
Alface Americana,Ibiúna,"R$ 12,63",5,11,2015,2015-11-05 00:00:00,0.8271,945.097,21.77,84.08%,2.15
Alface Crespa,Ibiúna,"R$ 8,88",5,11,2015,2015-11-05 00:00:00,0.8271,945.097,21.77,84.08%,2.15
Alface Lisa,Ibiúna,"R$ 9,67",5,11,2015,2015-11-05 00:00:00,0.8271,945.097,21.77,84.08%,2.15
Alface Americana,Mogi das Cruzes,"R$ 11,31",5,11,2015,2015-11-05 00:00:00,0.6354,925.452,21.68,76.19%,2.08
Alface Crespa,Mogi das Cruzes,"R$ 9,14",5,11,2015,2015-11-05 00:00:00,0.6354,925.452,21.68,76.19%,2.08
Alface Lisa,Mogi das Cruzes,"R$ 10,00",5,11,2015,2015-11-05 00:00:00,0.6354,925.452,21.68,76.19%,2.08
Alface Americana,Ibiúna,"R$ 13,67",13,11,2015,2015-11-13 00:00:00,0.1361,945.909,22.74,80.48%,2.24
Alface Crespa,Ibiúna,"R$ 9,13",13,11,2015,2015-11-13 00:00:00,0.1361,945.909,22.74,80.48%,2.24
Alface Lisa,Ibiúna,"R$ 10,00",13,11,2015,2015-11-13 00:00:00,0.1361,945.909,22.74,80.48%,2.24
Alface Americana,Mogi das Cruzes,"R$ 11,21",13,11,2015,2015-11-13 00:00:00,0.0981,926.381,22.15,75.1%,1.36
Alface Crespa,Mogi das Cruzes,"R$ 8,62",13,11,2015,2015-11-13 00:00:00,0.0981,926.381,22.15,75.1%,1.36
Alface Lisa,Mogi das Cruzes,"R$ 10,00",13,11,2015,2015-11-13 00:00:00,0.0981,926.381,22.15,75.1%,1.36
Alface Lisa,Mogi das Cruzes,"R$ 10,60",13,11,2015,2015-11-13 00:00:00,0.0981,926.381,22.15,75.1%,1.36
Alface Americana,Ibiúna,"R$ 12,88",20,11,2015,2015-11-20 00:00:00,0.3802,941.599,23.28,81.65%,1.75
Alface Crespa,Ibiúna,"R$ 9,63",20,11,2015,2015-11-20 00:00:00,0.3802,941.599,23.28,81.65%,1.75
Alface Lisa,Ibiúna,"R$ 10,67",20,11,2015,2015-11-20 00:00:00,0.3802,941.599,23.28,81.65%,1.75
Alface Americana,Mogi das Cruzes,"R$ 12,71",20,11,2015,2015-11-20 00:00:00,0.2385,921.877,23.61,68.55%,2.11
Alface Crespa,Mogi das Cruzes,"R$ 10,08",20,11,2015,2015-11-20 00:00:00,0.2385,921.877,23.61,68.55%,2.11
Alface Lisa,Mogi das Cruzes,"R$ 10,75",20,11,2015,2015-11-20 00:00:00,0.2385,921.877,23.61,68.55%,2.11
Alface Americana,Ibiúna,"R$ 13,83",27,11,2015,2015-11-27 00:00:00,0.2125,942.499,22.17,82.61%,1.97
Alface Crespa,Ibiúna,"R$ 10,50",27,11,2015,2015-11-27 00:00:00,0.2125,942.499,22.17,82.61%,1.97
Alface Lisa,Ibiúna,"R$ 9,50",27,11,2015,2015-11-27 00:00:00,0.2125,942.499,22.17,82.61%,1.97
