Produto,Região,Preço,Dia,Mês,Ano,Data
Alface Crespa,Mogi das Cruzes,"R$ 19,31",27,4,2018,2018-04-27 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 18,00",27,4,2018,2018-04-27 00:00:00
Alface Americana,Ibiúna,"R$ 17,50",27,4,2018,2018-04-27 00:00:00
Alface Crespa,Ibiúna,"R$ 13,54",27,4,2018,2018-04-27 00:00:00
Alface Lisa,Ibiúna,"R$ 13,54",27,4,2018,2018-04-27 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 18,83",4,5,2018,2018-05-04 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 17,95",4,5,2018,2018-05-04 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 18,00",4,5,2018,2018-05-04 00:00:00
Alface Americana,Ibiúna,"R$ 13,83",4,5,2018,2018-05-04 00:00:00
Alface Crespa,Ibiúna,"R$ 13,21",4,5,2018,2018-05-04 00:00:00
Alface Lisa,Ibiúna,"R$ 12,79",4,5,2018,2018-05-04 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 16,80",11,5,2018,2018-05-11 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 16,54",11,5,2018,2018-05-11 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 17,17",11,5,2018,2018-05-11 00:00:00
Alface Americana,Ibiúna,"R$ 10,67",11,5,2018,2018-05-11 00:00:00
Alface Crespa,Ibiúna,"R$ 10,03",11,5,2018,2018-05-11 00:00:00
Alface Lisa,Ibiúna,"R$ 10,88",11,5,2018,2018-05-11 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,28",18,5,2018,2018-05-18 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 13,83",18,5,2018,2018-05-18 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,38",18,5,2018,2018-05-18 00:00:00
Alface Americana,Ibiúna,"R$ 9,67",18,5,2018,2018-05-18 00:00:00
Alface Crespa,Ibiúna,"R$ 8,43",18,5,2018,2018-05-18 00:00:00
Alface Lisa,Ibiúna,"R$ 10,56",18,5,2018,2018-05-18 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,40",25,5,2018,2018-05-25 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,63",25,5,2018,2018-05-25 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,00",25,5,2018,2018-05-25 00:00:00
Alface Americana,Ibiúna,"R$ 6,50",25,5,2018,2018-05-25 00:00:00
Alface Crespa,Ibiúna,"R$ 7,97",25,5,2018,2018-05-25 00:00:00
Alface Lisa,Ibiúna,"R$ 8,29",25,5,2018,2018-05-25 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,22",8,6,2018,2018-06-08 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 11,58",8,6,2018,2018-06-08 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,63",8,6,2018,2018-06-08 00:00:00
Alface Americana,Ibiúna,"R$ 7,50",8,6,2018,2018-06-08 00:00:00
Alface Crespa,Ibiúna,"R$ 8,17",8,6,2018,2018-06-08 00:00:00
Alface Lisa,Ibiúna,"R$ 8,17",8,6,2018,2018-06-08 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 12,37",15,6,2018,2018-06-15 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,88",15,6,2018,2018-06-15 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,83",15,6,2018,2018-06-15 00:00:00
Alface Americana,Ibiúna,"R$ 5,50",15,6,2018,2018-06-15 00:00:00
Alface Crespa,Ibiúna,"R$ 7,08",15,6,2018,2018-06-15 00:00:00
Alface Lisa,Ibiúna,"R$ 7,08",15,6,2018,2018-06-15 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,25",22,6,2018,2018-06-22 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,67",22,6,2018,2018-06-22 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,67",22,6,2018,2018-06-22 00:00:00
Alface Americana,Ibiúna,"R$ 5,75",22,6,2018,2018-06-22 00:00:00
Alface Crespa,Ibiúna,"R$ 7,56",22,6,2018,2018-06-22 00:00:00
Alface Lisa,Ibiúna,"R$ 8,21",22,6,2018,2018-06-22 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,50",29,6,2018,2018-06-29 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,25",29,6,2018,2018-06-29 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,75",29,6,2018,2018-06-29 00:00:00
Alface Americana,Ibiúna,"R$ 9,75",29,6,2018,2018-06-29 00:00:00
Alface Crespa,Ibiúna,"R$ 7,67",29,6,2018,2018-06-29 00:00:00
Alface Lisa,Ibiúna,"R$ 9,11",29,6,2018,2018-06-29 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,25",6,7,2018,2018-07-06 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 11,20",6,7,2018,2018-07-06 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,00",6,7,2018,2018-07-06 00:00:00
Alface Americana,Ibiúna,"R$ 10,22",6,7,2018,2018-07-06 00:00:00
Alface Crespa,Ibiúna,"R$ 6,39",6,7,2018,2018-07-06 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 12,75",12,7,2018,2018-07-12 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 11,00",12,7,2018,2018-07-12 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,00",12,7,2018,2018-07-12 00:00:00
Alface Americana,Ibiúna,"R$ 9,75",12,7,2018,2018-07-12 00:00:00
Alface Crespa,Ibiúna,"R$ 6,77",12,7,2018,2018-07-12 00:00:00
Alface Lisa,Ibiúna,"R$ 7,22",12,7,2018,2018-07-12 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,80",20,7,2018,2018-07-20 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 12,00",20,7,2018,2018-07-20 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,50",20,7,2018,2018-07-20 00:00:00
Alface Americana,Ibiúna,"R$ 6,50",20,7,2018,2018-07-20 00:00:00
Alface Crespa,Ibiúna,"R$ 7,50",20,7,2018,2018-07-20 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 12,50",27,7,2018,2018-07-27 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,75",27,7,2018,2018-07-27 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,75",27,7,2018,2018-07-27 00:00:00
Alface Americana,Ibiúna,"R$ 8,33",27,7,2018,2018-07-27 00:00:00
Alface Crespa,Ibiúna,"R$ 7,58",27,7,2018,2018-07-27 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 12,00",2,8,2018,2018-08-02 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,27",2,8,2018,2018-08-02 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,75",2,8,2018,2018-08-02 00:00:00
Alface Americana,Ibiúna,"R$ 9,33",2,8,2018,2018-08-02 00:00:00
Alface Crespa,Ibiúna,"R$ 8,21",2,8,2018,2018-08-02 00:00:00
Alface Lisa,Ibiúna,"R$ 9,27",2,8,2018,2018-08-02 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,20",10,8,2018,2018-08-10 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,77",10,8,2018,2018-08-10 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,33",10,8,2018,2018-08-10 00:00:00
Alface Americana,Ibiúna,"R$ 8,37",10,8,2018,2018-08-10 00:00:00
Alface Crespa,Ibiúna,"R$ 5,55",10,8,2018,2018-08-10 00:00:00
Alface Lisa,Ibiúna,"R$ 8,33",10,8,2018,2018-08-10 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,42",16,8,2018,2018-08-16 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,00",16,8,2018,2018-08-16 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,50",16,8,2018,2018-08-16 00:00:00
Alface Americana,Ibiúna,"R$ 8,03",16,8,2018,2018-08-16 00:00:00
Alface Crespa,Ibiúna,"R$ 7,08",16,8,2018,2018-08-16 00:00:00
Alface Lisa,Ibiúna,"R$ 8,05",16,8,2018,2018-08-16 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 9,64",24,8,2018,2018-08-24 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,67",24,8,2018,2018-08-24 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,33",24,8,2018,2018-08-24 00:00:00
Alface Americana,Ibiúna,"R$ 7,03",24,8,2018,2018-08-24 00:00:00
Alface Crespa,Ibiúna,"R$ 8,33",24,8,2018,2018-08-24 00:00:00
Alface Lisa,Ibiúna,"R$ 8,61",24,8,2018,2018-08-24 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,76",31,8,2018,2018-08-31 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,40",31,8,2018,2018-08-31 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,50",31,8,2018,2018-08-31 00:00:00
Alface Americana,Ibiúna,"R$ 9,20",31,8,2018,2018-08-31 00:00:00
Alface Crespa,Ibiúna,"R$ 7,50",31,8,2018,2018-08-31 00:00:00
Alface Lisa,Ibiúna,"R$ 8,33",31,8,2018,2018-08-31 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,09",6,9,2018,2018-09-06 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,00",6,9,2018,2018-09-06 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,00",6,9,2018,2018-09-06 00:00:00
Alface Americana,Ibiúna,"R$ 7,20",6,9,2018,2018-09-06 00:00:00
Alface Crespa,Ibiúna,"R$ 8,61",6,9,2018,2018-09-06 00:00:00
Alface Lisa,Ibiúna,"R$ 8,61",6,9,2018,2018-09-06 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,43",14,9,2018,2018-09-14 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,00",14,9,2018,2018-09-14 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,50",14,9,2018,2018-09-14 00:00:00
Alface Americana,Ibiúna,"R$ 7,03",14,9,2018,2018-09-14 00:00:00
Alface Crespa,Ibiúna,"R$ 7,33",14,9,2018,2018-09-14 00:00:00
Alface Lisa,Ibiúna,"R$ 8,61",14,9,2018,2018-09-14 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,00",21,9,2018,2018-09-21 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,33",21,9,2018,2018-09-21 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,00",21,9,2018,2018-09-21 00:00:00
Alface Americana,Ibiúna,"R$ 8,30",21,9,2018,2018-09-21 00:00:00
Alface Crespa,Ibiúna,"R$ 6,41",21,9,2018,2018-09-21 00:00:00
Alface Lisa,Ibiúna,"R$ 7,33",21,9,2018,2018-09-21 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,31",28,9,2018,2018-09-28 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,88",28,9,2018,2018-09-28 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,33",28,9,2018,2018-09-28 00:00:00
Alface Americana,Ibiúna,"R$ 7,45",28,9,2018,2018-09-28 00:00:00
Alface Crespa,Ibiúna,"R$ 7,94",28,9,2018,2018-09-28 00:00:00
Alface Lisa,Ibiúna,"R$ 7,94",28,9,2018,2018-09-28 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,43",5,10,2018,2018-10-05 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,30",5,10,2018,2018-10-05 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,50",5,10,2018,2018-10-05 00:00:00
Alface Americana,Ibiúna,"R$ 7,93",5,10,2018,2018-10-05 00:00:00
Alface Crespa,Ibiúna,"R$ 6,55",5,10,2018,2018-10-05 00:00:00
Alface Lisa,Ibiúna,"R$ 7,33",5,10,2018,2018-10-05 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,76",11,10,2018,2018-10-11 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,30",11,10,2018,2018-10-11 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,50",11,10,2018,2018-10-11 00:00:00
Alface Americana,Ibiúna,"R$ 5,75",11,10,2018,2018-10-11 00:00:00
Alface Crespa,Ibiúna,"R$ 7,00",11,10,2018,2018-10-11 00:00:00
Alface Lisa,Ibiúna,"R$ 7,67",11,10,2018,2018-10-11 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,60",19,10,2018,2018-10-19 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,50",19,10,2018,2018-10-19 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,00",19,10,2018,2018-10-19 00:00:00
Alface Americana,Ibiúna,"R$ 5,67",19,10,2018,2018-10-19 00:00:00
Alface Crespa,Ibiúna,"R$ 6,46",19,10,2018,2018-10-19 00:00:00
Alface Lisa,Ibiúna,"R$ 6,39",19,10,2018,2018-10-19 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 13,20",26,10,2018,2018-10-26 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 13,38",26,10,2018,2018-10-26 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,00",26,10,2018,2018-10-26 00:00:00
Alface Americana,Ibiúna,"R$ 8,00",26,10,2018,2018-10-26 00:00:00
Alface Crespa,Ibiúna,"R$ 7,08",26,10,2018,2018-10-26 00:00:00
Alface Lisa,Ibiúna,"R$ 7,08",26,10,2018,2018-10-26 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 15,54",1,11,2018,2018-11-01 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 13,13",1,11,2018,2018-11-01 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 12,00",1,11,2018,2018-11-01 00:00:00
Alface Americana,Ibiúna,"R$ 9,75",1,11,2018,2018-11-01 00:00:00
Alface Crespa,Ibiúna,"R$ 9,55",1,11,2018,2018-11-01 00:00:00
Alface Lisa,Ibiúna,"R$ 9,33",1,11,2018,2018-11-01 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 15,18",9,11,2018,2018-11-09 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 13,25",9,11,2018,2018-11-09 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,75",9,11,2018,2018-11-09 00:00:00
Alface Americana,Ibiúna,"R$ 13,50",9,11,2018,2018-11-09 00:00:00
Alface Crespa,Ibiúna,"R$ 10,27",9,11,2018,2018-11-09 00:00:00
Alface Lisa,Ibiúna,"R$ 10,27",9,11,2018,2018-11-09 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 15,98",16,11,2018,2018-11-16 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 13,75",16,11,2018,2018-11-16 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 14,50",16,11,2018,2018-11-16 00:00:00
Alface Americana,Ibiúna,"R$ 9,80",16,11,2018,2018-11-16 00:00:00
Alface Crespa,Ibiúna,"R$ 7,50",16,11,2018,2018-11-16 00:00:00
Alface Lisa,Ibiúna,"R$ 6,66",16,11,2018,2018-11-16 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 14,50",23,11,2018,2018-11-23 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 11,75",23,11,2018,2018-11-23 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,75",23,11,2018,2018-11-23 00:00:00
Alface Americana,Ibiúna,"R$ 10,70",23,11,2018,2018-11-23 00:00:00
Alface Crespa,Ibiúna,"R$ 9,04",23,11,2018,2018-11-23 00:00:00
Alface Lisa,Ibiúna,"R$ 9,04",23,11,2018,2018-11-23 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,60",30,11,2018,2018-11-30 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 11,40",30,11,2018,2018-11-30 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,25",30,11,2018,2018-11-30 00:00:00
Alface Americana,Ibiúna,"R$ 7,15",30,11,2018,2018-11-30 00:00:00
Alface Crespa,Ibiúna,"R$ 7,83",30,11,2018,2018-11-30 00:00:00
Alface Lisa,Ibiúna,"R$ 8,12",30,11,2018,2018-11-30 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 12,13",7,12,2018,2018-12-07 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 11,25",7,12,2018,2018-12-07 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,25",7,12,2018,2018-12-07 00:00:00
Alface Americana,Ibiúna,"R$ 6,00",7,12,2018,2018-12-07 00:00:00
Alface Crespa,Ibiúna,"R$ 7,39",7,12,2018,2018-12-07 00:00:00
Alface Lisa,Ibiúna,"R$ 7,64",7,12,2018,2018-12-07 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,75",14,12,2018,2018-12-14 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,75",14,12,2018,2018-12-14 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,67",14,12,2018,2018-12-14 00:00:00
Alface Americana,Ibiúna,"R$ 8,03",14,12,2018,2018-12-14 00:00:00
Alface Crespa,Ibiúna,"R$ 7,78",14,12,2018,2018-12-14 00:00:00
Alface Lisa,Ibiúna,"R$ 7,78",14,12,2018,2018-12-14 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,40",21,12,2018,2018-12-21 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,00",21,12,2018,2018-12-21 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,50",21,12,2018,2018-12-21 00:00:00
Alface Americana,Ibiúna,"R$ 8,03",21,12,2018,2018-12-21 00:00:00
Alface Crespa,Ibiúna,"R$ 7,71",21,12,2018,2018-12-21 00:00:00
Alface Lisa,Ibiúna,"R$ 7,71",21,12,2018,2018-12-21 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 12,00",11,1,2019,2019-01-11 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,33",11,1,2019,2019-01-11 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,67",11,1,2019,2019-01-11 00:00:00
Alface Americana,Ibiúna,"R$ 7,67",11,1,2019,2019-01-11 00:00:00
Alface Crespa,Ibiúna,"R$ 8,33",11,1,2019,2019-01-11 00:00:00
Alface Lisa,Ibiúna,"R$ 8,33",11,1,2019,2019-01-11 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 14,75",18,1,2019,2019-01-18 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,50",18,1,2019,2019-01-18 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 14,50",18,1,2019,2019-01-18 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 14,75",18,1,2019,2019-01-18 00:00:00
Alface Americana,Ibiúna,"R$ 9,42",18,1,2019,2019-01-18 00:00:00
Alface Crespa,Ibiúna,"R$ 12,05",18,1,2019,2019-01-18 00:00:00
Alface Lisa,Ibiúna,"R$ 10,66",18,1,2019,2019-01-18 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 16,73",25,1,2019,2019-01-25 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 17,92",25,1,2019,2019-01-25 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 18,33",25,1,2019,2019-01-25 00:00:00
Alface Americana,Ibiúna,"R$ 11,33",25,1,2019,2019-01-25 00:00:00
Alface Crespa,Ibiúna,"R$ 14,79",25,1,2019,2019-01-25 00:00:00
Alface Lisa,Ibiúna,"R$ 14,72",25,1,2019,2019-01-25 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 22,75",8,2,2019,2019-02-08 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 23,40",8,2,2019,2019-02-08 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 22,33",8,2,2019,2019-02-08 00:00:00
Alface Americana,Ibiúna,"R$ 21,00",8,2,2019,2019-02-08 00:00:00
Alface Crespa,Ibiúna,"R$ 20,00",8,2,2019,2019-02-08 00:00:00
Alface Lisa,Ibiúna,"R$ 21,11",8,2,2019,2019-02-08 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 26,88",15,2,2019,2019-02-15 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 31,88",15,2,2019,2019-02-15 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 28,75",15,2,2019,2019-02-15 00:00:00
Alface Americana,Ibiúna,"R$ 19,50",15,2,2019,2019-02-15 00:00:00
Alface Crespa,Ibiúna,"R$ 20,83",15,2,2019,2019-02-15 00:00:00
Alface Lisa,Ibiúna,"R$ 20,83",15,2,2019,2019-02-15 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 27,34",22,2,2019,2019-02-22 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 29,86",22,2,2019,2019-02-22 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 27,29",22,2,2019,2019-02-22 00:00:00
Alface Americana,Ibiúna,"R$ 12,50",22,2,2019,2019-02-22 00:00:00
Alface Crespa,Ibiúna,"R$ 14,58",22,2,2019,2019-02-22 00:00:00
Alface Lisa,Ibiúna,"R$ 12,50",22,2,2019,2019-02-22 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 30,50",8,3,2019,2019-03-08 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 28,50",8,3,2019,2019-03-08 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 25,33",8,3,2019,2019-03-08 00:00:00
Alface Americana,Ibiúna,"R$ 15,37",8,3,2019,2019-03-08 00:00:00
Alface Crespa,Ibiúna,"R$ 20,55",8,3,2019,2019-03-08 00:00:00
Alface Lisa,Ibiúna,"R$ 22,92",8,3,2019,2019-03-08 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 24,34",15,3,2019,2019-03-15 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 27,50",15,3,2019,2019-03-15 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 23,75",15,3,2019,2019-03-15 00:00:00
Alface Americana,Ibiúna,"R$ 15,28",15,3,2019,2019-03-15 00:00:00
Alface Crespa,Ibiúna,"R$ 21,67",15,3,2019,2019-03-15 00:00:00
Alface Lisa,Ibiúna,"R$ 23,61",15,3,2019,2019-03-15 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 23,55",22,3,2019,2019-03-22 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 23,75",22,3,2019,2019-03-22 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 23,75",22,3,2019,2019-03-22 00:00:00
Alface Americana,Ibiúna,"R$ 17,20",22,3,2019,2019-03-22 00:00:00
Alface Crespa,Ibiúna,"R$ 21,66",22,3,2019,2019-03-22 00:00:00
Alface Lisa,Ibiúna,"R$ 21,66",22,3,2019,2019-03-22 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 25,00",29,3,2019,2019-03-29 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 29,58",29,3,2019,2019-03-29 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 29,17",29,3,2019,2019-03-29 00:00:00
Alface Americana,Ibiúna,"R$ 17,12",29,3,2019,2019-03-29 00:00:00
Alface Crespa,Ibiúna,"R$ 21,39",29,3,2019,2019-03-29 00:00:00
Alface Lisa,Ibiúna,"R$ 21,39",29,3,2019,2019-03-29 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 22,40",5,4,2019,2019-04-05 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 21,40",5,4,2019,2019-04-05 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 21,75",5,4,2019,2019-04-05 00:00:00
Alface Americana,Ibiúna,"R$ 14,40",5,4,2019,2019-04-05 00:00:00
Alface Crespa,Ibiúna,"R$ 16,28",5,4,2019,2019-04-05 00:00:00
Alface Lisa,Ibiúna,"R$ 16,28",5,4,2019,2019-04-05 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 17,25",12,4,2019,2019-04-12 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 17,70",12,4,2019,2019-04-12 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 16,17",12,4,2019,2019-04-12 00:00:00
Alface Americana,Ibiúna,"R$ 10,76",12,4,2019,2019-04-12 00:00:00
Alface Crespa,Ibiúna,"R$ 13,33",12,4,2019,2019-04-12 00:00:00
Alface Lisa,Ibiúna,"R$ 13,33",12,4,2019,2019-04-12 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 16,50",18,4,2019,2019-04-18 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 15,75",18,4,2019,2019-04-18 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 17,00",18,4,2019,2019-04-18 00:00:00
Alface Americana,Ibiúna,"R$ 9,02",18,4,2019,2019-04-18 00:00:00
Alface Crespa,Ibiúna,"R$ 10,67",18,4,2019,2019-04-18 00:00:00
Alface Lisa,Ibiúna,"R$ 10,67",18,4,2019,2019-04-18 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 13,00",26,4,2019,2019-04-26 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 12,08",26,4,2019,2019-04-26 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,33",26,4,2019,2019-04-26 00:00:00
Alface Americana,Ibiúna,"R$ 8,95",26,4,2019,2019-04-26 00:00:00
Alface Crespa,Ibiúna,"R$ 10,50",26,4,2019,2019-04-26 00:00:00
Alface Lisa,Ibiúna,"R$ 10,67",26,4,2019,2019-04-26 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 13,00",3,5,2019,2019-05-03 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 12,06",3,5,2019,2019-05-03 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 12,80",3,5,2019,2019-05-03 00:00:00
Alface Americana,Ibiúna,"R$ 7,70",3,5,2019,2019-05-03 00:00:00
Alface Crespa,Ibiúna,"R$ 8,63",3,5,2019,2019-05-03 00:00:00
Alface Lisa,Ibiúna,"R$ 10,00",3,5,2019,2019-05-03 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,50",10,5,2019,2019-05-10 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,56",10,5,2019,2019-05-10 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,00",10,5,2019,2019-05-10 00:00:00
Alface Americana,Ibiúna,"R$ 5,17",10,5,2019,2019-05-10 00:00:00
Alface Crespa,Ibiúna,"R$ 8,05",10,5,2019,2019-05-10 00:00:00
Alface Lisa,Ibiúna,"R$ 8,05",10,5,2019,2019-05-10 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,96",17,5,2019,2019-05-17 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,67",17,5,2019,2019-05-17 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,00",17,5,2019,2019-05-17 00:00:00
Alface Americana,Ibiúna,"R$ 5,90",17,5,2019,2019-05-17 00:00:00
Alface Crespa,Ibiúna,"R$ 8,05",17,5,2019,2019-05-17 00:00:00
Alface Lisa,Ibiúna,"R$ 8,05",17,5,2019,2019-05-17 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,47",24,5,2019,2019-05-24 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,56",24,5,2019,2019-05-24 00:00:00
