Produto,Região,Preço,Dia,Mês,Ano,Data
Alface Crespa,Ibiúna,"R$ 6,77",16,9,2016,2016-09-16 00:00:00
Alface Lisa,Ibiúna,"R$ 6,77",16,9,2016,2016-09-16 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 7,68",23,9,2016,2016-09-23 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 7,93",23,9,2016,2016-09-23 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 8,20",23,9,2016,2016-09-23 00:00:00
Alface Americana,Ibiúna,"R$ 5,30",23,9,2016,2016-09-23 00:00:00
Alface Crespa,Ibiúna,"R$ 5,83",23,9,2016,2016-09-23 00:00:00
Alface Lisa,Ibiúna,"R$ 5,82",23,9,2016,2016-09-23 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 7,53",30,9,2016,2016-09-30 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,00",30,9,2016,2016-09-30 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 8,00",30,9,2016,2016-09-30 00:00:00
Alface Americana,Ibiúna,"R$ 5,25",30,9,2016,2016-09-30 00:00:00
Alface Crespa,Ibiúna,"R$ 5,25",30,9,2016,2016-09-30 00:00:00
Alface Lisa,Ibiúna,"R$ 5,25",30,9,2016,2016-09-30 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 6,80",7,10,2016,2016-10-07 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 6,77",7,10,2016,2016-10-07 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 6,80",7,10,2016,2016-10-07 00:00:00
Alface Americana,Ibiúna,"R$ 5,50",7,10,2016,2016-10-07 00:00:00
Alface Crespa,Ibiúna,"R$ 5,38",7,10,2016,2016-10-07 00:00:00
Alface Lisa,Ibiúna,"R$ 5,38",7,10,2016,2016-10-07 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 7,55",14,10,2016,2016-10-14 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 7,75",14,10,2016,2016-10-14 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 7,75",14,10,2016,2016-10-14 00:00:00
Alface Americana,Ibiúna,"R$ 5,80",14,10,2016,2016-10-14 00:00:00
Alface Crespa,Ibiúna,"R$ 5,33",14,10,2016,2016-10-14 00:00:00
Alface Lisa,Ibiúna,"R$ 5,33",14,10,2016,2016-10-14 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 8,37",21,10,2016,2016-10-21 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,68",21,10,2016,2016-10-21 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,10",21,10,2016,2016-10-21 00:00:00
Alface Americana,Ibiúna,"R$ 6,25",21,10,2016,2016-10-21 00:00:00
Alface Crespa,Ibiúna,"R$ 6,55",21,10,2016,2016-10-21 00:00:00
Alface Lisa,Ibiúna,"R$ 6,55",21,10,2016,2016-10-21 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 7,80",27,10,2016,2016-10-27 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,00",27,10,2016,2016-10-27 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 8,00",27,10,2016,2016-10-27 00:00:00
Alface Americana,Ibiúna,"R$ 6,24",27,10,2016,2016-10-27 00:00:00
Alface Crespa,Ibiúna,"R$ 7,32",27,10,2016,2016-10-27 00:00:00
Alface Lisa,Ibiúna,"R$ 7,43",27,10,2016,2016-10-27 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 8,20",3,11,2016,2016-11-03 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,10",3,11,2016,2016-11-03 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 8,40",3,11,2016,2016-11-03 00:00:00
Alface Americana,Ibiúna,"R$ 6,84",3,11,2016,2016-11-03 00:00:00
Alface Crespa,Ibiúna,"R$ 7,52",3,11,2016,2016-11-03 00:00:00
Alface Lisa,Ibiúna,"R$ 8,42",3,11,2016,2016-11-03 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 9,30",9,11,2016,2016-11-09 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,25",9,11,2016,2016-11-09 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,83",9,11,2016,2016-11-09 00:00:00
Alface Americana,Ibiúna,"R$ 9,23",9,11,2016,2016-11-09 00:00:00
Alface Crespa,Ibiúna,"R$ 7,95",9,11,2016,2016-11-09 00:00:00
Alface Lisa,Ibiúna,"R$ 10,27",9,11,2016,2016-11-09 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,16",18,11,2016,2016-11-18 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,90",18,11,2016,2016-11-18 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,15",18,11,2016,2016-11-18 00:00:00
Alface Americana,Ibiúna,"R$ 8,85",18,11,2016,2016-11-18 00:00:00
Alface Crespa,Ibiúna,"R$ 9,50",18,11,2016,2016-11-18 00:00:00
Alface Lisa,Ibiúna,"R$ 9,50",18,11,2016,2016-11-18 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,33",23,11,2016,2016-11-23 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,70",23,11,2016,2016-11-23 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,00",23,11,2016,2016-11-23 00:00:00
Alface Americana,Ibiúna,"R$ 9,18",23,11,2016,2016-11-23 00:00:00
Alface Crespa,Ibiúna,"R$ 6,87",23,11,2016,2016-11-23 00:00:00
Alface Lisa,Ibiúna,"R$ 7,21",23,11,2016,2016-11-23 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,97",30,11,2016,2016-11-30 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 11,52",30,11,2016,2016-11-30 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 14,69",30,11,2016,2016-11-30 00:00:00
Alface Americana,Ibiúna,"R$ 9,13",30,11,2016,2016-11-30 00:00:00
Alface Crespa,Ibiúna,"R$ 8,77",30,11,2016,2016-11-30 00:00:00
Alface Lisa,Ibiúna,"R$ 10,43",30,11,2016,2016-11-30 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,97",7,12,2016,2016-12-07 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,93",7,12,2016,2016-12-07 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 15,19",7,12,2016,2016-12-07 00:00:00
Alface Americana,Ibiúna,"R$ 7,90",7,12,2016,2016-12-07 00:00:00
Alface Crespa,Ibiúna,"R$ 7,21",7,12,2016,2016-12-07 00:00:00
Alface Lisa,Ibiúna,"R$ 7,28",7,12,2016,2016-12-07 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,21",15,12,2016,2016-12-15 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,80",15,12,2016,2016-12-15 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,58",15,12,2016,2016-12-15 00:00:00
Alface Americana,Ibiúna,"R$ 8,23",15,12,2016,2016-12-15 00:00:00
Alface Crespa,Ibiúna,"R$ 7,83",15,12,2016,2016-12-15 00:00:00
Alface Lisa,Ibiúna,"R$ 10,44",15,12,2016,2016-12-15 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,32",4,1,2017,2017-01-04 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,61",4,1,2017,2017-01-04 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 15,75",4,1,2017,2017-01-04 00:00:00
Alface Americana,Ibiúna,"R$ 8,13",4,1,2017,2017-01-04 00:00:00
Alface Crespa,Ibiúna,"R$ 6,76",4,1,2017,2017-01-04 00:00:00
Alface Lisa,Ibiúna,"R$ 7,66",4,1,2017,2017-01-04 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,32",12,1,2017,2017-01-12 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,40",12,1,2017,2017-01-12 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 14,17",12,1,2017,2017-01-12 00:00:00
Alface Americana,Ibiúna,"R$ 8,63",12,1,2017,2017-01-12 00:00:00
Alface Crespa,Ibiúna,"R$ 7,39",12,1,2017,2017-01-12 00:00:00
Alface Lisa,Ibiúna,"R$ 7,66",12,1,2017,2017-01-12 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 12,15",19,1,2017,2017-01-19 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 11,67",19,1,2017,2017-01-19 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 15,19",19,1,2017,2017-01-19 00:00:00
Alface Americana,Ibiúna,"R$ 7,86",19,1,2017,2017-01-19 00:00:00
Alface Crespa,Ibiúna,"R$ 8,93",19,1,2017,2017-01-19 00:00:00
Alface Lisa,Ibiúna,"R$ 8,93",19,1,2017,2017-01-19 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 12,50",26,1,2017,2017-01-26 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 12,44",26,1,2017,2017-01-26 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,20",26,1,2017,2017-01-26 00:00:00
Alface Americana,Ibiúna,"R$ 11,50",26,1,2017,2017-01-26 00:00:00
Alface Crespa,Ibiúna,"R$ 10,22",26,1,2017,2017-01-26 00:00:00
Alface Lisa,Ibiúna,"R$ 10,22",26,1,2017,2017-01-26 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 16,37",1,2,2017,2017-02-01 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 18,26",1,2,2017,2017-02-01 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 18,33",1,2,2017,2017-02-01 00:00:00
Alface Americana,Ibiúna,"R$ 13,03",1,2,2017,2017-02-01 00:00:00
Alface Crespa,Ibiúna,"R$ 17,66",1,2,2017,2017-02-01 00:00:00
Alface Lisa,Ibiúna,"R$ 16,83",1,2,2017,2017-02-01 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 18,40",9,2,2017,2017-02-09 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 21,03",9,2,2017,2017-02-09 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 22,54",9,2,2017,2017-02-09 00:00:00
Alface Americana,Ibiúna,"R$ 17,00",9,2,2017,2017-02-09 00:00:00
Alface Crespa,Ibiúna,"R$ 20,52",9,2,2017,2017-02-09 00:00:00
Alface Lisa,Ibiúna,"R$ 18,31",9,2,2017,2017-02-09 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 19,33",15,2,2017,2017-02-15 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 21,61",15,2,2017,2017-02-15 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 22,03",15,2,2017,2017-02-15 00:00:00
Alface Americana,Ibiúna,"R$ 17,38",15,2,2017,2017-02-15 00:00:00
Alface Crespa,Ibiúna,"R$ 19,58",15,2,2017,2017-02-15 00:00:00
Alface Lisa,Ibiúna,"R$ 15,21",15,2,2017,2017-02-15 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 14,03",22,2,2017,2017-02-22 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 17,23",22,2,2017,2017-02-22 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 18,45",22,2,2017,2017-02-22 00:00:00
Alface Americana,Ibiúna,"R$ 10,75",22,2,2017,2017-02-22 00:00:00
Alface Crespa,Ibiúna,"R$ 11,10",22,2,2017,2017-02-22 00:00:00
Alface Lisa,Ibiúna,"R$ 11,10",22,2,2017,2017-02-22 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 14,06",2,3,2017,2017-03-02 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 13,24",2,3,2017,2017-03-02 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,70",2,3,2017,2017-03-02 00:00:00
Alface Americana,Ibiúna,"R$ 14,82",2,3,2017,2017-03-02 00:00:00
Alface Crespa,Ibiúna,"R$ 8,05",2,3,2017,2017-03-02 00:00:00
Alface Lisa,Ibiúna,"R$ 8,05",2,3,2017,2017-03-02 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,31",9,3,2017,2017-03-09 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,00",9,3,2017,2017-03-09 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,67",9,3,2017,2017-03-09 00:00:00
Alface Americana,Ibiúna,"R$ 11,34",9,3,2017,2017-03-09 00:00:00
Alface Crespa,Ibiúna,"R$ 7,79",9,3,2017,2017-03-09 00:00:00
Alface Lisa,Ibiúna,"R$ 8,52",9,3,2017,2017-03-09 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,86",16,3,2017,2017-03-16 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,87",16,3,2017,2017-03-16 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,92",16,3,2017,2017-03-16 00:00:00
Alface Americana,Ibiúna,"R$ 11,60",16,3,2017,2017-03-16 00:00:00
Alface Crespa,Ibiúna,"R$ 7,56",16,3,2017,2017-03-16 00:00:00
Alface Lisa,Ibiúna,"R$ 7,88",16,3,2017,2017-03-16 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,75",23,3,2017,2017-03-23 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,89",23,3,2017,2017-03-23 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,89",23,3,2017,2017-03-23 00:00:00
Alface Americana,Ibiúna,"R$ 8,62",23,3,2017,2017-03-23 00:00:00
Alface Crespa,Ibiúna,"R$ 7,53",23,3,2017,2017-03-23 00:00:00
Alface Lisa,Ibiúna,"R$ 7,75",23,3,2017,2017-03-23 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 12,80",30,3,2017,2017-03-30 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 11,60",30,3,2017,2017-03-30 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,00",30,3,2017,2017-03-30 00:00:00
Alface Americana,Ibiúna,"R$ 9,60",30,3,2017,2017-03-30 00:00:00
Alface Crespa,Ibiúna,"R$ 8,07",30,3,2017,2017-03-30 00:00:00
Alface Lisa,Ibiúna,"R$ 8,07",30,3,2017,2017-03-30 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 17,63",6,4,2017,2017-04-06 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 12,47",6,4,2017,2017-04-06 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,67",6,4,2017,2017-04-06 00:00:00
Alface Americana,Ibiúna,"R$ 14,67",6,4,2017,2017-04-06 00:00:00
Alface Crespa,Ibiúna,"R$ 12,50",6,4,2017,2017-04-06 00:00:00
Alface Lisa,Ibiúna,"R$ 12,00",6,4,2017,2017-04-06 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 15,75",13,4,2017,2017-04-13 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 13,14",13,4,2017,2017-04-13 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,14",13,4,2017,2017-04-13 00:00:00
Alface Americana,Ibiúna,"R$ 17,12",13,4,2017,2017-04-13 00:00:00
Alface Crespa,Ibiúna,"R$ 9,89",13,4,2017,2017-04-13 00:00:00
Alface Lisa,Ibiúna,"R$ 10,06",13,4,2017,2017-04-13 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 13,87",20,4,2017,2017-04-20 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 11,95",20,4,2017,2017-04-20 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,45",20,4,2017,2017-04-20 00:00:00
Alface Americana,Ibiúna,"R$ 13,74",20,4,2017,2017-04-20 00:00:00
Alface Crespa,Ibiúna,"R$ 8,50",20,4,2017,2017-04-20 00:00:00
Alface Lisa,Ibiúna,"R$ 8,90",20,4,2017,2017-04-20 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 13,26",27,4,2017,2017-04-27 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,86",27,4,2017,2017-04-27 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,73",27,4,2017,2017-04-27 00:00:00
Alface Americana,Ibiúna,"R$ 12,68",27,4,2017,2017-04-27 00:00:00
Alface Crespa,Ibiúna,"R$ 9,67",27,4,2017,2017-04-27 00:00:00
Alface Lisa,Ibiúna,"R$ 9,67",27,4,2017,2017-04-27 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,38",4,5,2017,2017-05-04 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,88",4,5,2017,2017-05-04 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,33",4,5,2017,2017-05-04 00:00:00
Alface Americana,Ibiúna,"R$ 11,08",4,5,2017,2017-05-04 00:00:00
Alface Crespa,Ibiúna,"R$ 9,50",4,5,2017,2017-05-04 00:00:00
Alface Lisa,Ibiúna,"R$ 9,83",4,5,2017,2017-05-04 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,97",11,5,2017,2017-05-11 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,67",11,5,2017,2017-05-11 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 8,83",11,5,2017,2017-05-11 00:00:00
Alface Americana,Ibiúna,"R$ 9,30",11,5,2017,2017-05-11 00:00:00
Alface Crespa,Ibiúna,"R$ 8,98",11,5,2017,2017-05-11 00:00:00
Alface Lisa,Ibiúna,"R$ 8,89",11,5,2017,2017-05-11 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,97",18,5,2017,2017-05-18 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,33",18,5,2017,2017-05-18 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,58",18,5,2017,2017-05-18 00:00:00
Alface Americana,Ibiúna,"R$ 7,75",18,5,2017,2017-05-18 00:00:00
Alface Crespa,Ibiúna,"R$ 7,64",18,5,2017,2017-05-18 00:00:00
Alface Lisa,Ibiúna,"R$ 7,92",18,5,2017,2017-05-18 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 12,78",25,5,2017,2017-05-25 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,37",25,5,2017,2017-05-25 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,08",25,5,2017,2017-05-25 00:00:00
Alface Americana,Ibiúna,"R$ 7,06",25,5,2017,2017-05-25 00:00:00
Alface Crespa,Ibiúna,"R$ 8,40",25,5,2017,2017-05-25 00:00:00
Alface Lisa,Ibiúna,"R$ 8,25",25,5,2017,2017-05-25 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 13,87",1,6,2017,2017-06-01 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 12,56",1,6,2017,2017-06-01 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,46",1,6,2017,2017-06-01 00:00:00
Alface Americana,Ibiúna,"R$ 8,44",1,6,2017,2017-06-01 00:00:00
Alface Crespa,Ibiúna,"R$ 10,14",1,6,2017,2017-06-01 00:00:00
Alface Lisa,Ibiúna,"R$ 9,58",1,6,2017,2017-06-01 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 15,98",8,6,2017,2017-06-08 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 16,03",8,6,2017,2017-06-08 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 15,17",8,6,2017,2017-06-08 00:00:00
Alface Americana,Ibiúna,"R$ 13,12",8,6,2017,2017-06-08 00:00:00
Alface Crespa,Ibiúna,"R$ 13,85",8,6,2017,2017-06-08 00:00:00
Alface Lisa,Ibiúna,"R$ 12,96",8,6,2017,2017-06-08 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 17,13",16,6,2017,2017-06-16 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 17,50",16,6,2017,2017-06-16 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 16,83",16,6,2017,2017-06-16 00:00:00
Alface Americana,Ibiúna,"R$ 13,50",16,6,2017,2017-06-16 00:00:00
Alface Crespa,Ibiúna,"R$ 15,21",16,6,2017,2017-06-16 00:00:00
Alface Lisa,Ibiúna,"R$ 14,65",16,6,2017,2017-06-16 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 18,48",23,6,2017,2017-06-23 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 20,10",23,6,2017,2017-06-23 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 19,50",23,6,2017,2017-06-23 00:00:00
Alface Americana,Ibiúna,"R$ 15,10",23,6,2017,2017-06-23 00:00:00
Alface Crespa,Ibiúna,"R$ 16,01",23,6,2017,2017-06-23 00:00:00
Alface Lisa,Ibiúna,"R$ 15,70",23,6,2017,2017-06-23 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 20,75",30,6,2017,2017-06-30 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 23,33",30,6,2017,2017-06-30 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 21,67",30,6,2017,2017-06-30 00:00:00
Alface Americana,Ibiúna,"R$ 15,67",30,6,2017,2017-06-30 00:00:00
Alface Crespa,Ibiúna,"R$ 16,34",30,6,2017,2017-06-30 00:00:00
Alface Lisa,Ibiúna,"R$ 17,17",30,6,2017,2017-06-30 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 19,60",6,7,2017,2017-07-06 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 18,33",6,7,2017,2017-07-06 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 18,50",6,7,2017,2017-07-06 00:00:00
Alface Americana,Ibiúna,"R$ 15,00",6,7,2017,2017-07-06 00:00:00
Alface Crespa,Ibiúna,"R$ 15,42",6,7,2017,2017-07-06 00:00:00
Alface Lisa,Ibiúna,"R$ 14,06",6,7,2017,2017-07-06 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 16,98",14,7,2017,2017-07-14 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 16,50",14,7,2017,2017-07-14 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 15,50",14,7,2017,2017-07-14 00:00:00
Alface Americana,Ibiúna,"R$ 14,38",14,7,2017,2017-07-14 00:00:00
Alface Crespa,Ibiúna,"R$ 14,03",14,7,2017,2017-07-14 00:00:00
Alface Lisa,Ibiúna,"R$ 11,83",14,7,2017,2017-07-14 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 14,80",21,7,2017,2017-07-21 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 15,50",21,7,2017,2017-07-21 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 14,38",21,7,2017,2017-07-21 00:00:00
Alface Americana,Ibiúna,"R$ 9,56",21,7,2017,2017-07-21 00:00:00
Alface Crespa,Ibiúna,"R$ 11,90",21,7,2017,2017-07-21 00:00:00
Alface Lisa,Ibiúna,"R$ 10,73",21,7,2017,2017-07-21 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 12,25",28,7,2017,2017-07-28 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 11,50",28,7,2017,2017-07-28 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,25",28,7,2017,2017-07-28 00:00:00
Alface Americana,Ibiúna,"R$ 12,25",28,7,2017,2017-07-28 00:00:00
Alface Crespa,Ibiúna,"R$ 10,71",28,7,2017,2017-07-28 00:00:00
Alface Lisa,Ibiúna,"R$ 10,50",28,7,2017,2017-07-28 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,73",4,8,2017,2017-08-04 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,83",4,8,2017,2017-08-04 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,75",4,8,2017,2017-08-04 00:00:00
Alface Americana,Ibiúna,"R$ 8,17",4,8,2017,2017-08-04 00:00:00
Alface Crespa,Ibiúna,"R$ 7,83",4,8,2017,2017-08-04 00:00:00
Alface Lisa,Ibiúna,"R$ 7,83",4,8,2017,2017-08-04 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,60",11,8,2017,2017-08-11 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,90",11,8,2017,2017-08-11 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,50",11,8,2017,2017-08-11 00:00:00
Alface Americana,Ibiúna,"R$ 7,38",11,8,2017,2017-08-11 00:00:00
Alface Crespa,Ibiúna,"R$ 7,43",11,8,2017,2017-08-11 00:00:00
Alface Lisa,Ibiúna,"R$ 7,17",11,8,2017,2017-08-11 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 9,40",18,8,2017,2017-08-18 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,80",18,8,2017,2017-08-18 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,00",18,8,2017,2017-08-18 00:00:00
Alface Americana,Ibiúna,"R$ 7,25",18,8,2017,2017-08-18 00:00:00
Alface Crespa,Ibiúna,"R$ 6,67",18,8,2017,2017-08-18 00:00:00
Alface Lisa,Ibiúna,"R$ 6,67",18,8,2017,2017-08-18 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 7,63",24,8,2017,2017-08-24 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 7,38",24,8,2017,2017-08-24 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 7,50",24,8,2017,2017-08-24 00:00:00
Alface Americana,Ibiúna,"R$ 6,00",24,8,2017,2017-08-24 00:00:00
Alface Crespa,Ibiúna,"R$ 6,48",24,8,2017,2017-08-24 00:00:00
Alface Lisa,Ibiúna,"R$ 6,48",24,8,2017,2017-08-24 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 7,18",31,8,2017,2017-08-31 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 7,70",31,8,2017,2017-08-31 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 7,25",31,8,2017,2017-08-31 00:00:00
Alface Americana,Ibiúna,"R$ 5,50",31,8,2017,2017-08-31 00:00:00
Alface Crespa,Ibiúna,"R$ 7,65",31,8,2017,2017-08-31 00:00:00
Alface Lisa,Ibiúna,"R$ 7,06",31,8,2017,2017-08-31 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 8,50",8,9,2017,2017-09-08 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 7,88",8,9,2017,2017-09-08 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 8,83",8,9,2017,2017-09-08 00:00:00
Alface Americana,Ibiúna,"R$ 5,67",8,9,2017,2017-09-08 00:00:00
Alface Crespa,Ibiúna,"R$ 7,71",8,9,2017,2017-09-08 00:00:00
Alface Lisa,Ibiúna,"R$ 6,94",8,9,2017,2017-09-08 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 9,00",15,9,2017,2017-09-15 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 7,63",15,9,2017,2017-09-15 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 7,83",15,9,2017,2017-09-15 00:00:00
Alface Americana,Ibiúna,"R$ 6,17",15,9,2017,2017-09-15 00:00:00
Alface Crespa,Ibiúna,"R$ 7,63",15,9,2017,2017-09-15 00:00:00
Alface Lisa,Ibiúna,"R$ 7,04",15,9,2017,2017-09-15 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 9,30",21,9,2017,2017-09-21 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 7,50",21,9,2017,2017-09-21 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 8,50",21,9,2017,2017-09-21 00:00:00
Alface Americana,Ibiúna,"R$ 6,50",21,9,2017,2017-09-21 00:00:00
